Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Brayhans Barreto","NYM",0.045,0.0569,0.01,5.19381,0.8606,0.0296,0,0,1,4.652,1.0519,0.6213,0.57709,0.130778,0.6686,,0.0446,0.6736,6.0624,6.0174,1.00748,1.177,0.144798,0.143723,0.0010748058557510376,0.267061,1.7205,0.293873,0.714968,0.453407,,5.65899,-0.0161854,-0.0514838,999,,,,"sa3022316"
"Tyler Gillies",,0.0414,0.0565,0,5.67036,1,0,0,0,1,4.634,1.0907,0.67,0.63004,0.157333,0.5964,,0.0509,0.6961,6.2649,5.3676,1.16717,1.416,0.150216,0.128701,0.021514892578125,0.273585,1.6871,0.297889,0.693398,0.397,,5.76151,-0.0161925,-0.0476533,999,,,,"sa3008645"
"Franklin De La Paz",,0.0424,0.0555,0,5.39163,1,0,0,0,1,4.695,1.0417,0.6418,0.59907,0.132556,0.7136,,0.06,0.7221,6.4989,6.4224,1.01191,1.193,0.153802,0.151991,0.0018104463815689087,0.265645,1.7553,0.296453,0.709361,0.431999,,5.7663,-0.0162459,-0.0476533,999,,,,"sa3002811"
"Cam Wynne",,0.0417,0.0594,0.0065,5.61204,0.8912,0.0232,0,0,1,4.594,1.0939,0.663,0.62356,0.164111,0.5484,,0.0495,0.662,5.958,4.9356,1.20715,1.477,0.144101,0.119373,0.02472791075706482,0.273742,1.6423,0.29331,0.693288,0.390004,,5.76962,-0.0162829,-0.0476533,999,,,,"sa3017492"
"Cristhian Tortosa",,0.0423,0.0591,0.0076,5.45715,0.8788,0.0258,0,0,1,4.676,1.0602,0.6486,0.60635,0.139,0.6761,,0.0565,0.7006,6.3054,6.0849,1.03624,1.251,0.149829,0.144589,0.005239516496658325,0.268854,1.7363,0.296797,0.70552,0.422997,,5.77008,-0.016288,-0.0476533,999,,,,"sa920454"
"Peniel Otano","ARI",0.0431,0.0548,0,5.5656,1,0,0,0,1,4.697,1.1352,0.6655,0.6184,0.114,0.6567,,0.058,0.6041,5.4369,5.9103,0.919903,1.026,0.128614,0.139813,-0.011198639869689941,0.285061,1.7919,0.312848,0.690069,0.505199,,5.58438,-0.0162887,-0.0455292,999,,,,"sa3016751"
"Moises Diaz",,0.0415,0.0564,0,5.61753,1,0,0,0,1,4.6,1.1334,0.6661,0.62417,0.156333,0.535,,0.0423,0.5799,5.2191,4.815,1.08393,1.407,0.126065,0.116304,0.009760871529579163,0.281751,1.6684,0.2973,0.691464,0.424996,,5.77091,-0.0162973,-0.0476533,999,,,,"sa3005464"
"Harrison Durow",,0.0415,0.0564,0,5.63724,1,0,0,0,1,4.623,1.0975,0.6667,0.62636,0.157333,0.5729,,0.0566,0.664,5.976,5.1561,1.15902,1.416,0.14363,0.123924,0.019705817103385925,0.274822,1.6704,0.29638,0.692143,0.404014,,5.77231,-0.0163129,-0.0476533,999,,,,"sa3023484"
"Jeferson Figueroa","MIL",0.0416,0.0613,0.0096,5.56173,0.8293,0.0363,0,0,1,4.606,1.0409,0.6562,0.61797,0.169,0.6029,,0.0523,0.762,6.858,5.4261,1.26389,1.521,0.165436,0.130894,0.03454190492630005,0.263466,1.6438,0.288728,0.701819,0.37457,,5.80508,-0.0163378,-0.0470597,999,,,,"sa3016811"
"Austin Strickland","SFG",0.042,0.0559,0,5.31018,1,0,0,0,1,4.625,1.0853,0.6339,0.59002,0.128333,0.5954,,0.0488,0.6794,6.1146,5.3586,1.14108,1.155,0.146897,0.128735,0.01816217601299286,0.272634,1.6807,0.30159,0.697386,0.460172,,5.40861,-0.0163426,-0.0506298,999,,,,"sa3023380"
"C.J. Mayhue",,0.0424,0.0616,0.0138,5.4999,0.7873,0.0453,0,0,1,4.619,1.0966,0.6521,0.6111,0.152889,0.5826,,0.045,0.6301,5.6709,5.2434,1.08153,1.376,0.136415,0.126131,0.010283619165420532,0.274741,1.6792,0.294137,0.701018,0.403987,,5.77664,-0.016361,-0.0476533,999,,,,"sa3020175"
"Denny Roman",,0.0408,0.0571,0,5.63157,1,0,0,0,1,4.675,1.1014,0.6664,0.62573,0.144333,0.64,,0.0435,0.6464,5.8176,5.76,1.01,1.299,0.138267,0.136898,0.001368984580039978,0.275936,1.7414,0.299012,0.698354,0.396114,,5.80051,-0.0163654,-0.0446018,999,,,,"sa3007608"
"Juan De Los Santos","BAL",0.0436,0.0543,0,5.40909,1,0,0,0,1,4.593,1.0711,0.6424,0.60101,0.152889,0.5843,,0.0478,0.6871,6.1839,5.2587,1.17594,1.376,0.149597,0.127215,0.022381886839866638,0.270418,1.6554,0.294213,0.702811,0.423427,,5.67614,-0.0163997,-0.0510243,999,,,,"sa3010808"
"Thomas Schultz","WSN",0.04,0.0579,0,5.67252,1,0,0,0,1,4.596,1.0808,0.6684,0.63028,0.169222,0.5726,,0.0446,0.6688,6.0192,5.1534,1.16801,1.523,0.145518,0.124587,0.020931251347064972,0.27164,1.6534,0.29024,0.695381,0.369632,,5.88037,-0.0164229,-0.0469189,999,,,,"sa3022936"
"Jorge Ramos",,0.0414,0.0564,0,5.63778,1,0,0,0,1,4.653,1.0906,0.6682,0.62642,0.149,0.6268,,0.0495,0.675,6.075,5.6412,1.0769,1.341,0.145068,0.134709,0.010358914732933044,0.274247,1.7174,0.298665,0.695387,0.421999,,5.78238,-0.016425,-0.0476533,999,,,,"sa3009524"
"Adel Dilone",,0.0416,0.0648,0.0178,5.63859,0.7056,0.0626,0,0,1,4.646,1.0877,0.6688,0.62651,0.149778,0.6219,,0.0517,0.6757,6.0813,5.5971,1.08651,1.348,0.145437,0.133857,0.011579856276512146,0.273814,1.7096,0.298044,0.693908,0.427011,,5.78299,-0.0164318,-0.0476533,999,,,,"sa3018798"
"Kevin Rodriguez",,0.0414,0.0565,0,5.62842,1,0,0,0,1,4.653,1.1346,0.6699,0.62538,0.141,0.5927,,0.0535,0.5771,5.1939,5.3343,0.97368,1.269,0.124028,0.12738,-0.0033526867628097534,0.283169,1.7273,0.302125,0.691156,0.462006,,5.78388,-0.0164417,-0.0476533,999,,,,"sa3008683"
"Pierce Banks",,0.0414,0.0565,0,5.66379,1,0,0,0,1,4.63,1.0899,0.6693,0.62931,0.158444,0.5991,,0.0447,0.6862,6.1758,5.3919,1.14538,1.426,0.148207,0.129395,0.018812105059623718,0.273418,1.689,0.296495,0.695008,0.395992,,5.78526,-0.0164571,-0.0476533,999,,,,"sa3019435"
"Matt Eckelman",,0.0414,0.0675,0.0216,5.68494,0.6248,0.0798,0,0,1,4.565,1.1184,0.6704,0.63166,0.174444,0.4859,,0.053,0.6323,5.6907,4.3731,1.3013,1.57,0.13851,0.10644,0.0320701003074646,0.277787,1.6043,0.293213,0.686652,0.380982,,5.78636,-0.0164593,-0.0476438,999,,,,"sa857600"
"Yondrei Rojas","TOR",0.0418,0.0561,0,5.48982,1,0,0,0,1,4.623,1.0775,0.6515,0.60998,0.150444,0.5861,,0.0576,0.6667,6.0003,5.2749,1.13752,1.354,0.144214,0.126779,0.01743456721305847,0.270776,1.6636,0.293172,0.69657,0.417622,,5.71996,-0.0164629,-0.0504083,999,,,,"sa3016783"
"Sergio Umana",,0.0413,0.0566,0,5.67018,1,0,0,0,1,4.613,1.131,0.6714,0.63002,0.158111,0.5382,,0.0509,0.6015,5.4135,4.8438,1.11761,1.423,0.130392,0.11667,0.01372208446264267,0.281071,1.6692,0.29804,0.689162,0.416992,,5.78622,-0.0164678,-0.0476533,999,,,,"sa3009623"
"Steven Perez","CLE",0.0418,0.0561,0,5.40927,1,0,0,0,1,4.64,1.0464,0.6405,0.60103,0.149556,0.6388,,0.0461,0.7639,6.8751,5.7492,1.19584,1.346,0.164634,0.137672,0.02696119248867035,0.26457,1.6852,0.294855,0.707877,0.386822,,5.6376,-0.0164821,-0.0503943,999,,,,"sa3008362"
"Luis A. Rodriguez",,0.0415,0.0564,0,5.63094,1,0,0,0,1,4.647,1.0856,0.667,0.62566,0.151222,0.625,,0.0473,0.6794,6.1146,5.625,1.08704,1.361,0.146202,0.134495,0.011706486344337463,0.273128,1.7106,0.297187,0.696249,0.415,,5.79047,-0.0165151,-0.0476533,999,,,,"sa3016064"
"Jesus Linarez",,0.0414,0.0596,0.0064,5.66721,0.8912,0.0232,0,0,1,4.591,1.1345,0.6706,0.62969,0.163222,0.5161,,0.045,0.5905,5.3145,4.6449,1.14416,1.469,0.128621,0.112416,0.016205616295337677,0.281521,1.6506,0.296467,0.689127,0.410004,,5.79067,-0.0165173,-0.0476533,999,,,,"sa832333"
"John Wilson",,0.0419,0.056,0,5.51133,1,0,0,0,1,4.643,1.1247,0.6553,0.61237,0.143889,0.5833,,0.0502,0.5732,5.1588,5.2497,0.982685,1.295,0.123455,0.12563,-0.0021753162145614624,0.280509,1.708,0.297901,0.698746,0.431996,,5.79114,-0.0165225,-0.0476533,999,,,,"sa3015116"
"Julian Smith",,0.0422,0.0557,0,5.45508,1,0,0,0,1,4.655,1.0668,0.6475,0.60612,0.144333,0.6529,,0.0469,0.6745,6.0705,5.8761,1.03308,1.299,0.144898,0.140258,0.004640176892280579,0.269721,1.7197,0.29412,0.706495,0.410006,,5.79321,-0.0165457,-0.0476533,999,,,,"sa3010129"
"Luis Amoroso","COL",0.0377,0.0601,0,6.41907,1,0,0,0,1,4.684,1.2602,0.757,0.71323,0.175667,0.5033,,0.0568,0.4969,4.4721,4.5297,0.987284,1.581,0.106085,0.107451,-0.001366354525089264,0.305585,1.7635,0.314236,0.663233,0.446753,,6.13665,-0.0165572,-0.0353257,999,,,,"sa3005889"
"Brendan McGuigan",,0.0414,0.0609,0.0089,5.67972,0.8508,0.0318,0,0,1,4.637,1.0874,0.6714,0.63108,0.157667,0.5986,,0.0557,0.691,6.219,5.3874,1.15436,1.419,0.149019,0.129092,0.01992666721343994,0.273031,1.686,0.296657,0.692434,0.400994,,5.79705,-0.0165884,-0.0476533,999,,,,"sa3011850"
"Luis Arejula",,0.0415,0.0563,0,5.60673,1,0,0,0,1,4.647,1.0926,0.6653,0.62297,0.147889,0.6194,,0.0511,0.6506,5.8554,5.5746,1.05037,1.331,0.140004,0.13329,0.006714001297950745,0.274764,1.712,0.297265,0.695502,0.429015,,5.79934,-0.0166139,-0.0476533,999,,,,"sa3016619"
"Nick Pogue","WSN",0.0399,0.0579,0,5.67801,1,0,0,0,1,4.606,1.0949,0.6704,0.63089,0.164556,0.5682,,0.0513,0.6327,5.6943,5.1138,1.11352,1.481,0.137364,0.123361,0.014003477990627289,0.274652,1.6631,0.291713,0.692877,0.390009,,5.8988,-0.0166271,-0.0469189,999,,,,"sa3020379"
"Jesus Valles",,0.0368,0.0676,0.0124,5.84748,0.7757,0.0477,0,0,1,4.599,1.1596,0.6906,0.64972,0.181,0.5001,,0.0456,0.5462,4.9158,4.5009,1.09218,1.629,0.118765,0.108741,0.010023906826972961,0.286088,1.6597,0.294218,0.689113,0.407221,,6.06418,-0.0166349,-0.047439,999,,,,"sa3005866"
"Bryant Salgado",,0.0415,0.0564,0,5.6331,1,0,0,0,1,4.621,1.0937,0.6664,0.6259,0.158333,0.5863,,0.0454,0.6588,5.9292,5.2767,1.12366,1.425,0.142567,0.126877,0.015689238905906677,0.274158,1.68,0.294867,0.69504,0.402006,,5.80231,-0.016647,-0.0476533,999,,,,"sa3017364"
"Diomede Sierra","ARI",0.0437,0.0542,0,5.44014,1,0,0,0,1,4.708,1.0771,0.6488,0.60446,0.118,0.7102,,0.0586,0.6953,6.2577,6.3918,0.97902,1.062,0.147685,0.15085,-0.003164827823638916,0.273431,1.7873,0.306824,0.701868,0.45808,,5.61628,-0.0166559,-0.0455292,999,,,,"sa3009586"
"Dawil Almonte","HOU",0.0422,0.0557,0,5.67396,1,0,0,0,1,4.593,1.0956,0.6703,0.63044,0.164556,0.5603,,0.0464,0.6768,6.0912,5.0427,1.20792,1.481,0.147355,0.12199,0.025364689528942108,0.274841,1.6559,0.296045,0.691396,0.399884,,5.7722,-0.0166659,-0.049637,999,,,,"sa3019084"
"Zack Hess",,0.0414,0.0565,0,5.65362,1,0,0,0,1,4.662,1.0736,0.6693,0.62818,0.150556,0.6523,,0.0473,0.7076,6.3684,5.8707,1.08478,1.355,0.15178,0.139918,0.011861860752105713,0.270947,1.7259,0.297349,0.697369,0.41,,5.8073,-0.0167026,-0.0476533,999,,,,"sa3010777"
"Billy Seidl","CHW",0.038,0.0598,0,5.74659,1,0,0,0,1,4.695,1.0906,0.6814,0.63851,0.154111,0.6523,,0.0768,0.6424,5.7816,5.8707,0.984823,1.387,0.136826,0.138935,-0.0021086186170578003,0.274994,1.7429,0.295479,0.695088,0.437474,,6.07242,-0.0167136,-0.0474294,999,,,,"sa3020257"
"Saul Gonzalez",,0.0414,0.0565,0,5.64309,1,0,0,0,1,4.653,1.0965,0.6693,0.62701,0.148333,0.627,,0.0466,0.6533,5.8797,5.643,1.04195,1.335,0.140404,0.134752,0.005652278661727905,0.275544,1.7235,0.298375,0.695459,0.42799,,5.80901,-0.0167216,-0.0476533,999,,,,"sa3008360"
"Diego Granado","ATH",0.0412,0.0605,0.0087,5.42043,0.8672,0.0282,0,0,1,4.608,1.0831,0.6447,0.60227,0.137,0.5976,,0.0524,0.6172,5.5548,5.3784,1.0328,1.233,0.133941,0.129688,0.004253476858139038,0.273648,1.6807,0.295306,0.695816,0.432398,,5.66308,-0.0167253,-0.0515504,999,,,,"sa3014931"
"Keegan Collett",,0.0416,0.0563,0,5.60709,1,0,0,0,1,4.69,1.026,0.6636,0.62301,0.146444,0.7261,,0.0486,0.7924,7.1316,6.5349,1.09131,1.318,0.168955,0.154819,0.014136448502540588,0.262049,1.7521,0.295504,0.703585,0.398998,,5.80956,-0.0167277,-0.0476533,999,,,,"sa3011192"
"Jason Franks",,0.0414,0.0565,0,5.63994,1,0,0,0,1,4.664,1.0819,0.6687,0.62666,0.147556,0.6502,,0.0471,0.6832,6.1488,5.8518,1.05075,1.328,0.146484,0.139408,0.007075473666191101,0.272746,1.7321,0.297947,0.697073,0.423002,,5.8102,-0.0167349,-0.0476533,999,,,,"sa3019912"
"Nathan Karaffa","PHI",0.0419,0.056,0,5.7843,1,0,0,0,1,4.658,1.0935,0.6846,0.6427,0.159556,0.6419,,0.0473,0.6436,5.7924,5.7771,1.00265,1.436,0.138171,0.137806,0.0003649592399597168,0.275524,1.7354,0.295025,0.694963,0.420623,,6.0211,-0.0167537,-0.045974,999,,,,"sa3021466"
"Jared Beck","BAL",0.0442,0.0537,0,5.25006,1,0,0,0,1,4.664,1.0155,0.6255,0.58334,0.136556,0.7115,,0.0546,0.7663,6.8967,6.4035,1.07702,1.229,0.164301,0.152551,0.01174958050251007,0.260525,1.727,0.293466,0.717205,0.426436,,5.7074,-0.0167635,-0.0510339,999,,,,"sa3020571"
"Robinson Hernandez",,0.0413,0.0665,0.02,5.70816,0.6603,0.0723,0,0,1,4.577,1.126,0.6738,0.63424,0.172,0.505,,0.042,0.6137,5.5233,4.545,1.21525,1.548,0.134083,0.110334,0.023749172687530518,0.279404,1.631,0.294054,0.688534,0.390015,,5.81608,-0.0168003,-0.0476533,999,,,,"sa3005879"
"Cade Halemanu",,0.0413,0.0603,0.0075,5.64408,0.8714,0.0274,0,0,1,4.645,1.0928,0.669,0.62712,0.151333,0.609,,0.0563,0.6567,5.9103,5.481,1.07833,1.362,0.141378,0.131109,0.010269105434417725,0.274594,1.7018,0.296837,0.693185,0.423012,,5.81631,-0.0168029,-0.0476533,999,,,,"sa3020328"
"Junior Cerda",,0.0415,0.0563,0,5.63157,1,0,0,0,1,4.647,1.0554,0.6651,0.62573,0.157111,0.6389,,0.0534,0.7347,6.6123,5.7501,1.14995,1.414,0.158102,0.137487,0.020615458488464355,0.266872,1.6943,0.293282,0.698073,0.385989,,5.81642,-0.0168041,-0.0476533,999,,,,"sa3016234"
"Tanner Jacobson","STL",0.0422,0.0557,0,5.45526,1,0,0,0,1,4.617,1.0447,0.6455,0.60614,0.151889,0.6197,,0.0542,0.7182,6.4638,5.5773,1.15895,1.367,0.155556,0.134221,0.021334201097488403,0.264944,1.6644,0.290533,0.70184,0.387228,,5.72634,-0.0168151,-0.0485637,999,,,,"sa3020454"
"Yerlin Rodriguez","MIL",0.0416,0.0563,0,5.53329,1,0,0,0,1,4.73,1.0174,0.6581,0.61481,0.135556,0.7695,,0.0655,0.7927,7.1343,6.9255,1.03015,1.22,0.16759,0.162685,0.004904851317405701,0.261207,1.7869,0.297243,0.706771,0.443889,,5.8483,-0.0168256,-0.0470692,999,,,,"sa3015362"
"Carlos Campos",,0.0413,0.0629,0.0128,5.72895,0.7856,0.0456,0,0,1,4.622,1.1071,0.6767,0.63655,0.163222,0.5726,,0.0447,0.66,5.94,5.1534,1.15264,1.469,0.142795,0.123886,0.01890956610441208,0.27645,1.6797,0.296679,0.691157,0.397012,,5.82027,-0.0168469,-0.0476533,999,,,,"sa3005457"
"Hugo Beltran",,0.0413,0.0566,0,5.64957,1,0,0,0,1,4.664,1.1219,0.6719,0.62773,0.142,0.6178,,0.0505,0.5982,5.3838,5.5602,0.968275,1.278,0.128259,0.132461,-0.004202395677566528,0.280777,1.7397,0.300998,0.692972,0.455002,,5.82098,-0.0168549,-0.0476533,999,,,,"sa3006354"
"Leam Mendez",,0.0413,0.0566,0,5.69898,1,0,0,0,1,4.634,1.0842,0.6726,0.63322,0.161556,0.6052,,0.0452,0.6983,6.2847,5.4468,1.15383,1.454,0.150691,0.1306,0.02009063959121704,0.272166,1.6894,0.295365,0.694905,0.384998,,5.8213,-0.0168584,-0.0476533,999,,,,"sa3019432"
"Yehizon Sanchez","ATH",0.0413,0.0566,0,5.35932,1,0,0,0,1,4.585,1.0967,0.6384,0.59548,0.137667,0.5569,,0.0564,0.5598,5.0382,5.0121,1.00521,1.239,0.122094,0.121461,0.0006324946880340576,0.276129,1.6536,0.292903,0.69493,0.439019,,5.67645,-0.0168694,-0.0515408,999,,,,"sa3011574"
"Santiago Florez",,0.0413,0.0566,0,5.68089,1,0,0,0,1,4.627,1.1061,0.6718,0.63121,0.158778,0.5722,,0.0542,0.6434,5.7906,5.1498,1.12443,1.429,0.139053,0.123665,0.015387944877147675,0.276484,1.6783,0.296184,0.691272,0.405002,,5.82299,-0.0168772,-0.0476533,999,,,,"sa3003026"
"Trey Dillard","PHI",0.0419,0.059,0.0053,5.80716,0.9002,0.0212,0,0,1,4.687,1.0604,0.6866,0.64524,0.157667,0.7015,,0.0496,0.7175,6.4575,6.3135,1.02281,1.419,0.153083,0.149669,0.0034136921167373657,0.269417,1.7619,0.29494,0.697718,0.410622,,6.03445,-0.016899,-0.045974,999,,,,"sa3023309"
"Carson Hobbs","LAD",0.0437,0.0559,0.0032,5.75766,0.9415,0.0125,0,0,1,4.631,1.0684,0.6782,0.63974,0.176556,0.6123,,0.0494,0.7453,6.7077,5.5107,1.21721,1.589,0.160937,0.132218,0.028719499707221985,0.269166,1.6807,0.292653,0.699326,0.37765,,5.9562,-0.0169095,-0.04857,999,,,,"sa3023573"
"Connor Schultz","CHC",0.0428,0.0658,0.0235,5.6088,0.6298,0.0788,0,0,1,4.588,1.12,0.6649,0.6232,0.157667,0.5345,,0.0451,0.6251,5.6259,4.8105,1.1695,1.419,0.136247,0.1165,0.01974717527627945,0.279413,1.6545,0.298339,0.69021,0.4231,,5.70475,-0.0169281,-0.0496453,999,,,,"sa3024948"
"Hayden Durke","ARI",0.0433,0.0546,0,5.56011,1,0,0,0,1,4.715,1.041,0.6611,0.61779,0.123667,0.7577,,0.0495,0.7778,7.0002,6.8193,1.02653,1.113,0.164963,0.1607,0.004262998700141907,0.26639,1.7987,0.305134,0.699818,0.442503,,5.64015,-0.0169305,-0.0455292,999,,,,"sa3022733"
"Carlos Rey","ARI",0.0438,0.0541,0,5.44689,1,0,0,0,1,4.724,1.0158,0.6468,0.60521,0.124667,0.7766,,0.0542,0.8193,7.3737,6.9894,1.05498,1.122,0.173434,0.164395,0.009038940072059631,0.260916,1.7924,0.302158,0.708093,0.412824,,5.64095,-0.0169397,-0.0455292,999,,,,"sa3022732"
"Bryan Lucas",,0.0412,0.0567,0,5.70573,1,0,0,0,1,4.638,1.0993,0.6743,0.63397,0.158889,0.5918,,0.0511,0.6647,5.9823,5.3262,1.12318,1.43,0.143316,0.127598,0.01571798324584961,0.275162,1.6911,0.296518,0.692334,0.400006,,5.83134,-0.0169701,-0.0476533,999,,,,"sa3006123"
"Amilcar Chirinos","HOU",0.0422,0.0557,0,5.65857,1,0,0,0,1,4.634,1.0889,0.6709,0.62873,0.152,0.6219,,0.0454,0.6723,6.0507,5.5971,1.08104,1.368,0.14508,0.134204,0.010876134037971497,0.27451,1.7108,0.298148,0.694192,0.430032,,5.79978,-0.0169757,-0.049637,999,,,,"sa3017149"
"Jake Stevenson",,0.0414,0.0564,0,5.63175,1,0,0,0,1,4.695,1.0616,0.6683,0.62575,0.141667,0.695,,0.0581,0.7171,6.4539,6.255,1.0318,1.275,0.152737,0.14803,0.004707127809524536,0.269312,1.7566,0.298376,0.698404,0.429998,,5.83325,-0.0169914,-0.0476533,999,,,,"sa1169857"
"Delvin Capellan",,0.0412,0.0567,0,5.70627,1,0,0,0,1,4.636,1.1023,0.6745,0.63403,0.158778,0.5911,,0.0482,0.6574,5.9166,5.3199,1.11216,1.429,0.141803,0.127502,0.014301136136054993,0.275803,1.6934,0.296656,0.692606,0.401995,,5.83369,-0.0169963,-0.0476533,999,,,,"sa3002996"
"Armando Vasquez","ARI",0.0434,0.0545,0,5.54661,1,0,0,0,1,4.684,1.0613,0.6567,0.61629,0.135778,0.6865,,0.0496,0.7456,6.7104,6.1785,1.08609,1.222,0.15918,0.146563,0.012617409229278564,0.268826,1.7478,0.301815,0.700451,0.396137,,5.64869,-0.0170288,-0.0455292,999,,,,"sa3018283"
"Wellington Diaz",,0.0412,0.0567,0,5.7042,1,0,0,0,1,4.666,1.0873,0.6752,0.6338,0.151556,0.6433,,0.0482,0.6858,6.1722,5.7897,1.06607,1.364,0.146978,0.13787,0.009108439087867737,0.273569,1.7306,0.298279,0.695064,0.412996,,5.8396,-0.0170621,-0.0476533,999,,,,"sa3004579"
"Alfred Vega","NYM",0.0434,0.0545,0,5.42106,1,0,0,0,1,4.6,1.0751,0.6435,0.60234,0.155444,0.5718,,0.0469,0.6522,5.8698,5.1462,1.14061,1.399,0.141783,0.124304,0.01747826486825943,0.270037,1.6469,0.289778,0.702033,0.413551,,5.73896,-0.0170717,-0.0514744,999,,,,"sa3006495"
"Julian Bosnic","PIT",0.041,0.0569,0,5.55246,1,0,0,0,1,4.742,1.0573,0.6602,0.61694,0.127333,0.7588,,0.0533,0.697,6.273,6.8292,0.918556,1.146,0.146984,0.160017,-0.013032481074333191,0.26904,1.8161,0.299452,0.705749,0.431218,,5.86411,-0.0170728,-0.0446018,999,,,,"sa3020734"
"Nathan Landry",,0.042,0.0559,0,5.52735,1,0,0,0,1,4.645,1.0635,0.6534,0.61415,0.155222,0.6238,,0.0554,0.6906,6.2154,5.6142,1.10709,1.397,0.148676,0.134295,0.014381051063537598,0.268168,1.6873,0.291117,0.703339,0.378002,,5.84077,-0.0170751,-0.0476533,999,,,,"sa3020485"
"Eiker Huizi","SDP",0.0425,0.0554,0,5.56308,1,0,0,0,1,4.669,1.0743,0.662,0.61812,0.140333,0.6686,,0.0648,0.6538,5.8842,6.0174,0.977864,1.263,0.14003,0.1432,-0.0031698495149612427,0.27297,1.7429,0.297303,0.698963,0.456123,,5.88341,-0.0170788,-0.0501177,999,,,,"sa3007842"
"Nate Tellier",,0.0415,0.0564,0,5.64039,1,0,0,0,1,4.658,1.0563,0.6668,0.62671,0.154333,0.6532,,0.0536,0.7258,6.5322,5.8788,1.11115,1.389,0.155818,0.140232,0.015586093068122864,0.267337,1.7095,0.293698,0.69819,0.394997,,5.84161,-0.0170845,-0.0476533,999,,,,"sa3015288"
"Rio Britton","ARI",0.0436,0.0574,0.0065,5.53824,0.8945,0.0225,0,0,1,4.709,1.1036,0.6602,0.61536,0.120556,0.6955,,0.05,0.658,5.922,6.2595,0.946082,1.085,0.139732,0.147696,-0.007963478565216064,0.278441,1.7991,0.308654,0.698574,0.461108,,5.6542,-0.0171021,-0.0455387,999,,,,"sa3023379"
"Maceo Campbell",,0.0413,0.0566,0,5.6736,1,0,0,0,1,4.684,1.0634,0.6718,0.6304,0.148222,0.6809,,0.0527,0.7247,6.5223,6.1281,1.06433,1.334,0.154718,0.145367,0.009350985288619995,0.269188,1.7443,0.297379,0.697884,0.411995,,5.84477,-0.0171196,-0.0476533,999,,,,"sa3016797"
"Jake Madden","COL",0.0375,0.0603,0,6.45138,1,0,0,0,1,4.773,1.2117,0.7622,0.71682,0.157111,0.6612,,0.0539,0.5817,5.2353,5.9508,0.879764,1.414,0.121873,0.138529,-0.01665617525577545,0.298603,1.8729,0.317734,0.671952,0.467323,,6.19082,-0.0171229,-0.0353161,999,,,,"sa3020866"
"Kobe Robinson",,0.0413,0.0566,0,5.65686,1,0,0,0,1,4.69,1.0903,0.6721,0.62854,0.140444,0.6681,,0.0571,0.6596,5.9364,6.0129,0.987277,1.264,0.14064,0.142452,-0.0018123537302017212,0.274995,1.7584,0.300135,0.695553,0.446003,,5.84866,-0.0171629,-0.0476533,999,,,,"sa3017764"
"Kenya Huggins","CIN",0.0398,0.0581,0,6.16518,1,0,0,0,1,4.755,1.1199,0.728,0.68502,0.169667,0.7098,,0.0461,0.7177,6.4593,6.3882,1.01113,1.527,0.150936,0.149274,0.0016614198684692383,0.280038,1.8297,0.305371,0.69195,0.433879,,6.20445,-0.0171673,-0.0416458,999,,,,"sa3020609"
"Stu Flesland III","COL",0.035,0.0771,0.0213,6.38766,0.5193,0.1023,0,0,1,4.719,1.2192,0.7529,0.70974,0.172778,0.5821,,0.051,0.5588,5.0292,5.2389,0.959973,1.555,0.118415,0.123352,-0.004937484860420227,0.298392,1.8013,0.311962,0.672305,0.428575,,6.19429,-0.0171698,-0.0353257,999,,,,"sa3023000"
"Zach Pettway",,0.0411,0.0568,0,5.72481,1,0,0,0,1,4.664,1.0895,0.6772,0.63609,0.153667,0.6394,,0.0461,0.6856,6.1704,5.7546,1.07226,1.383,0.146998,0.137093,0.00990566611289978,0.273847,1.7289,0.298109,0.694757,0.408001,,5.84945,-0.0171717,-0.0476533,999,,,,"sa3018109"
"Mark Simon",,0.041,0.0569,0,5.76234,1,0,0,0,1,4.638,1.114,0.6805,0.64026,0.161556,0.5762,,0.0514,0.6489,5.8401,5.1858,1.12617,1.454,0.139909,0.124235,0.01567484438419342,0.277778,1.6902,0.297644,0.689675,0.398006,,5.8517,-0.0171968,-0.0476533,999,,,,"sa3004993"
"Holden Laws",,0.0417,0.0562,0,5.60394,1,0,0,0,1,4.621,1.1052,0.6617,0.62266,0.161778,0.5559,,0.0559,0.6266,5.6394,5.0031,1.12718,1.456,0.135598,0.120299,0.0152997225522995,0.275666,1.6611,0.292913,0.696635,0.376001,,5.85179,-0.0171978,-0.0476533,999,,,,"sa3008332"
"Luke Savage","TEX",0.0416,0.0563,0,5.74479,1,0,0,0,1,4.673,1.0967,0.6796,0.63831,0.158889,0.6168,,0.061,0.6725,6.0525,5.5512,1.0903,1.43,0.143912,0.131992,0.011919543147087097,0.274504,1.7135,0.296418,0.693401,0.411774,,5.92044,-0.0172175,-0.0487904,999,,,,"sa3022943"
