Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jacob DeLabio","HOU",0.0459,0.0521,0,4.84803,1,0,0,0,1,4.456,0.9931,0.5767,0.53867,0.141444,0.5149,,0.0504,0.8663,7.7967,4.6341,1.68246,1.273,0.194412,0.115552,0.07885996252298355,0.25525,1.508,0.295411,0.710928,0.409933,,4.96856,-0.00757359,-0.049637,999,,,,"sa3017011"
"Jake Reed",,0.0451,0.0529,0,4.82157,1,0,0,0,1,4.423,1.0485,0.574,0.53573,0.145556,0.4036,,0.0645,0.7345,6.6105,3.6324,1.81987,1.31,0.166064,0.0912503,0.07481347024440765,0.265114,1.4521,0.293655,0.703424,0.413995,,4.994,-0.00758385,-0.0476533,999,,,,"16209"
"Jeisson Cabrera",,0.0457,0.0557,0.0089,4.83543,0.878,0.026,0,0,1,4.474,0.9809,0.5745,0.53727,0.141333,0.5345,,0.0506,0.8825,7.9425,4.8105,1.65108,1.272,0.197251,0.119468,0.07778274267911911,0.252231,1.5154,0.293036,0.714137,0.392991,,4.99411,-0.0075851,-0.0476533,999,,,,"sa3006501"
"Sean Harney","NYM",0.0487,0.0555,0.0172,4.68171,0.7807,0.0467,0,0,1,4.38,1.0228,0.557,0.52019,0.153444,0.3775,,0.0525,0.7752,6.9768,3.3975,2.05351,1.381,0.176986,0.0861872,0.09079907834529877,0.258937,1.4003,0.287737,0.711359,0.395219,,4.90086,-0.00758662,-0.0514461,999,,,,"sa3020472"
"Yefri Del Rosario",,0.0451,0.0528,0,4.84173,1,0,0,0,1,4.407,1.0206,0.5733,0.53797,0.156444,0.42,,0.0461,0.8015,7.2135,3.78,1.90833,1.408,0.18187,0.0953029,0.08656683564186096,0.258976,1.4406,0.289698,0.709983,0.368996,,4.99556,-0.00759125,-0.0476438,999,,,,"sa3002971"
"Dayeison Arias",,0.0453,0.0526,0,4.81086,1,0,0,0,1,4.433,0.9731,0.5687,0.53454,0.154,0.4774,,0.0574,0.8882,7.9938,4.2966,1.86049,1.386,0.200361,0.107692,0.09266861528158188,0.249628,1.4505,0.2868,0.714066,0.350005,,4.99648,-0.00760166,-0.0476438,999,,,,"sa3002812"
"James Meeker",,0.0452,0.0527,0,4.79466,1,0,0,0,1,4.374,1.0886,0.5709,0.53274,0.151111,0.3238,,0.0509,0.6785,6.1065,2.9142,2.09543,1.36,0.155121,0.0740284,0.08109281212091446,0.272198,1.4124,0.295767,0.700757,0.41602,,4.89802,-0.00761909,-0.0476438,999,,,,"29891"
"Adrian Hernandez",,0.045,0.0529,0,4.83048,1,0,0,0,1,4.476,0.9975,0.5748,0.53672,0.138222,0.5162,,0.0585,0.8444,7.5996,4.6458,1.6358,1.244,0.188651,0.115326,0.07332438975572586,0.255684,1.5137,0.294407,0.711186,0.407996,,4.99867,-0.00762637,-0.0476438,999,,,,"sa3006177"
"Parker Bugg",,0.0463,0.059,0.0187,4.90077,0.7452,0.0542,0,0,1,4.419,1.0006,0.5788,0.54453,0.160111,0.4499,,0.044,0.8658,7.7922,4.0491,1.92443,1.441,0.195927,0.10181,0.09411632269620895,0.254923,1.4505,0.289905,0.710812,0.350016,,4.99802,-0.00762925,-0.0476533,999,,,,"sa738946"
"Cam Bedrosian",,0.045,0.0541,0.0031,4.91463,0.9588,0.0088,0,0,1,4.436,1.0245,0.5816,0.54607,0.154667,0.448,,0.0411,0.8232,7.4088,4.032,1.8375,1.392,0.185573,0.100992,0.08458070456981659,0.259571,1.4725,0.292969,0.709334,0.367985,,4.99805,-0.00762951,-0.0476533,999,,,,"13360"
"Logan Gragg",,0.0454,0.0546,0.0053,4.82229,0.9258,0.0158,0,0,1,4.373,1.0681,0.5729,0.53581,0.157778,0.334,,0.0541,0.6912,6.2208,3.006,2.06946,1.42,0.158061,0.0763778,0.08168306201696396,0.268037,1.4021,0.290289,0.701991,0.395993,,4.99949,-0.00763565,-0.0476438,999,,,,"sa3010306"
"David Griffin",,0.0464,0.0603,0.0226,4.8924,0.6949,0.0649,0,0,1,4.383,1.0766,0.5812,0.5436,0.158444,0.3459,,0.0449,0.6994,6.2946,3.1131,2.02197,1.426,0.159571,0.0789186,0.08065252751111984,0.269676,1.4225,0.292933,0.700688,0.399988,,4.99986,-0.00763979,-0.0476438,999,,,,"sa3015136"
"Jol Concepcion",,0.0451,0.0528,0,4.81509,1,0,0,0,1,4.482,0.9794,0.5727,0.53501,0.138333,0.5443,,0.0524,0.8771,7.8939,4.8987,1.61143,1.245,0.195694,0.121441,0.07425256818532944,0.252078,1.5237,0.293068,0.71502,0.398999,,5.00071,-0.00764945,-0.0476438,999,,,,"sa3002947"
"Scott Kobos",,0.0457,0.0523,0,4.70979,1,0,0,0,1,4.498,0.9606,0.5605,0.52331,0.135333,0.5837,,0.0459,0.9071,8.1639,5.2533,1.55405,1.218,0.201667,0.129769,0.07189862430095673,0.24832,1.5443,0.29203,0.726141,0.385992,,5.00041,-0.00765622,-0.0476533,999,,,,"sa3014856"
"Jared Southard","LAA",0.0442,0.0537,0,4.97565,1,0,0,0,1,4.498,1.0448,0.5939,0.55285,0.140556,0.5126,,0.0544,0.7674,6.9066,4.6134,1.49707,1.265,0.170609,0.113962,0.0566474050283432,0.265785,1.5574,0.299117,0.708132,0.448884,,5.1599,-0.00768408,-0.0465893,999,,,,"sa3019951"
"Donovan Benoit","CIN",0.0434,0.0545,0,5.24907,1,0,0,0,1,4.527,1.0764,0.6239,0.58323,0.157556,0.4952,,0.0587,0.7841,7.0569,4.4568,1.5834,1.418,0.173205,0.109388,0.0638170912861824,0.270922,1.5716,0.303105,0.701469,0.444831,,5.3082,-0.00768746,-0.041617,999,,,,"sa3017464"
"Welinton Herrera","COL",0.0419,0.056,0,5.31729,1,0,0,0,1,4.604,1.09,0.6338,0.59081,0.132222,0.597,,0.055,0.7671,6.9039,5.373,1.28492,1.19,0.166616,0.12967,0.0369461327791214,0.27581,1.687,0.31375,0.70125,0.469323,,5.30717,-0.00768966,-0.0353354,999,,,,"sa3016061"
"Cam Opp",,0.0453,0.0526,0,4.77324,1,0,0,0,1,4.464,1.0255,0.5685,0.53036,0.139556,0.4914,,0.0418,0.788,7.092,4.4226,1.60358,1.256,0.176523,0.110081,0.06644264608621597,0.260888,1.5169,0.294996,0.717657,0.401998,,5.0043,-0.00768996,-0.0476438,999,,,,"sa3014853"
"Nathan Webb","BAL",0.047,0.0526,0.0044,4.7493,0.9423,0.0123,0,0,1,4.427,1.0158,0.5658,0.5277,0.144556,0.4616,,0.0437,0.8237,7.4133,4.1544,1.78445,1.301,0.186063,0.104269,0.08179353922605515,0.25902,1.4774,0.294993,0.714968,0.414427,,4.9142,-0.00770993,-0.0510147,999,,,,"sa918814"
"Cody Scroggins",,0.0448,0.0531,0,4.8528,1,0,0,0,1,4.478,1.048,0.5801,0.5392,0.132111,0.4743,,0.0629,0.7447,6.7023,4.2687,1.5701,1.189,0.166302,0.105918,0.060384102165699005,0.265936,1.5223,0.29892,0.704531,0.448992,,5.00612,-0.00771053,-0.0476438,999,,,,"sa3011417"
"Konner Wade",,0.0447,0.0532,0,4.89159,1,0,0,0,1,4.361,1.13,0.5819,0.54351,0.161556,0.2737,,0.0395,0.5999,5.3991,2.4633,2.19182,1.454,0.13756,0.0627608,0.07479935884475708,0.279164,1.4037,0.294687,0.697906,0.409995,,5.0065,-0.00771479,-0.0476438,999,,,,"14655"
"Karan Patel",,0.0466,0.0599,0.0226,4.86045,0.7007,0.0637,0,0,1,4.46,0.992,0.5774,0.54005,0.145333,0.5112,,0.0464,0.8602,7.7418,4.6008,1.68271,1.308,0.19287,0.114619,0.07825110852718353,0.254203,1.5032,0.29227,0.7123,0.392372,,5.00821,-0.00773411,-0.0476438,999,,,,"sa1169765"
"Cesar Gomez","HOU",0.0462,0.0563,0.0115,4.92912,0.8384,0.0344,0,0,1,4.414,1.0911,0.5884,0.54768,0.145444,0.3902,,0.0415,0.684,6.156,3.5118,1.75295,1.309,0.154961,0.0884005,0.06656093895435333,0.273987,1.4813,0.299936,0.698846,0.448664,,4.98436,-0.00775356,-0.049637,999,,,,"sa3014799"
"Casey Cobb",,0.0454,0.0561,0.009,4.90626,0.8747,0.0267,0,0,1,4.401,1.0541,0.5814,0.54514,0.158444,0.3869,,0.0422,0.7522,6.7698,3.4821,1.94417,1.426,0.170916,0.0879118,0.08300387114286423,0.265389,1.441,0.292578,0.705065,0.381998,,5.00916,-0.00775493,-0.0476533,999,,,,"sa3014868"
"Hunter Parsons","NYM",0.0493,0.056,0.0205,4.63212,0.7394,0.0554,0,0,1,4.402,0.9577,0.5499,0.51468,0.152444,0.4592,,0.053,0.8845,7.9605,4.1328,1.92618,1.372,0.200931,0.104316,0.09661518037319183,0.246208,1.4169,0.282263,0.720412,0.367991,,4.91586,-0.00775703,-0.0514461,999,,,,"sa3011606"
"Chase Watkins","CHC",0.0465,0.0514,0,4.60359,1,0,0,0,1,4.413,1.0182,0.5496,0.51151,0.138667,0.4453,,0.0453,0.7685,6.9165,4.0077,1.7258,1.248,0.174145,0.100906,0.07323814928531647,0.259586,1.4635,0.291697,0.719965,0.40805,,4.90395,-0.00775761,-0.0496548,999,,,,"sa3017842"
"Kasey Kalich",,0.0448,0.0531,0,4.88637,1,0,0,0,1,4.482,1.0076,0.581,0.54293,0.139889,0.5226,,0.0477,0.8424,7.5816,4.7034,1.61194,1.259,0.187952,0.1166,0.07135208696126938,0.257586,1.5302,0.296207,0.711355,0.405002,,5.01114,-0.00776709,-0.0476438,999,,,,"sa1169633"
"Jonathan Sprinkle",,0.045,0.0529,0,4.83399,1,0,0,0,1,4.498,0.9877,0.5757,0.53711,0.134333,0.5478,,0.0613,0.8649,7.7841,4.9302,1.57886,1.209,0.192285,0.121787,0.07049798965454102,0.253979,1.5355,0.295317,0.712317,0.413996,,5.01031,-0.00776797,-0.0476533,999,,,,"sa3014792"
"Eli Saul","ARI",0.0461,0.0519,0,4.90032,1,0,0,0,1,4.494,1.1065,0.5883,0.54448,0.113778,0.4607,,0.0563,0.6736,6.0624,4.1463,1.46212,1.024,0.149889,0.102514,0.04737427085638046,0.278225,1.5672,0.311235,0.695285,0.494213,,4.84939,-0.00777185,-0.0455292,999,,,,"sa3020471"
"Calvin Coker",,0.0449,0.053,0,4.84443,1,0,0,0,1,4.417,1.0817,0.5783,0.53827,0.144444,0.3897,,0.0436,0.666,5.994,3.5073,1.70901,1.3,0.150781,0.0882273,0.062553770840168,0.271531,1.4714,0.295361,0.703684,0.433993,,5.01216,-0.00777863,-0.0476438,999,,,,"sa3007932"
"Shelby Lackey",,0.0448,0.0531,0,4.85721,1,0,0,0,1,4.515,1.0128,0.5804,0.53969,0.127222,0.5531,,0.0588,0.8221,7.3989,4.9779,1.48635,1.145,0.182082,0.122503,0.059579186141490936,0.259486,1.5659,0.299812,0.710122,0.445002,,5.01187,-0.00778553,-0.0476533,999,,,,"sa3006771"
"Tyler Thornton","CLE",0.045,0.0529,0,4.74156,1,0,0,0,1,4.47,0.9229,0.5605,0.52684,0.146667,0.5443,,0.0684,1.0179,9.1611,4.8987,1.87011,1.32,0.227718,0.121767,0.10595078021287918,0.239261,1.4672,0.28827,0.718539,0.341292,,4.87545,-0.00778895,-0.0503559,999,,,,"sa3018229"
"Ben Hecht",,0.0448,0.0532,0,4.89681,1,0,0,0,1,4.494,0.9919,0.5814,0.54409,0.140111,0.5383,,0.057,0.879,7.911,4.8447,1.63292,1.261,0.195594,0.119782,0.0758122056722641,0.254418,1.5302,0.295802,0.711221,0.394996,,5.01582,-0.00782001,-0.0476438,999,,,,"sa738501"
"Alejandro Melean",,0.0448,0.0531,0,4.89708,1,0,0,0,1,4.419,1.0335,0.5799,0.54412,0.156111,0.4233,,0.0434,0.7897,7.1073,3.8097,1.86558,1.405,0.178706,0.0957909,0.08291467279195786,0.261493,1.4568,0.291832,0.70818,0.374005,,5.01662,-0.00782904,-0.0476438,999,,,,"sa3006815"
"Garrett Irvin","ATH",0.0454,0.0526,0,4.50387,1,0,0,0,1,4.431,0.9828,0.5386,0.50043,0.126,0.5059,,0.0457,0.782,7.038,4.5531,1.54576,1.134,0.176484,0.114173,0.06231097877025604,0.253338,1.4887,0.288349,0.723996,0.403873,,4.89528,-0.00783307,-0.0515695,999,,,,"sa3020176"
"Jimmy Kingsbury","SEA",0.0458,0.0569,0.0136,4.49883,0.8326,0.0356,0,0,1,4.37,1.0146,0.5384,0.49987,0.140667,0.3734,,0.0637,0.7639,6.8751,3.3606,2.0458,1.266,0.174805,0.0854462,0.08935926854610443,0.257978,1.388,0.288586,0.71331,0.425977,,4.77865,-0.00783412,-0.055289,999,,,,"sa3016838"
"Jack Ralston","STL",0.0456,0.0524,0,4.72221,1,0,0,0,1,4.464,0.969,0.5616,0.52469,0.136222,0.5432,,0.045,0.8816,7.9344,4.8888,1.62297,1.226,0.197491,0.121685,0.07580644637346268,0.250013,1.5122,0.291387,0.71934,0.387621,,4.93877,-0.00783502,-0.0485637,999,,,,"sa3011296"
"Luke Shilling",,0.045,0.0547,0.0044,4.91886,0.9382,0.0132,0,0,1,4.489,0.9988,0.5839,0.54654,0.141889,0.5315,,0.0515,0.8718,7.8462,4.7835,1.64026,1.277,0.194208,0.118401,0.07580753415822983,0.255709,1.5303,0.296272,0.710694,0.393987,,5.01644,-0.00783707,-0.0476533,999,,,,"sa3014781"
"Theo McDowell",,0.0449,0.0531,0,4.87629,1,0,0,0,1,4.47,1.0002,0.579,0.54181,0.143889,0.5203,,0.0407,0.8511,7.6599,4.6827,1.63579,1.295,0.190403,0.116398,0.07400449365377426,0.255871,1.5205,0.29386,0.713768,0.391003,,5.01784,-0.00784271,-0.0476438,999,,,,"sa3007809"
"Stephen Nogosek",,0.0448,0.0531,0,4.90482,1,0,0,0,1,4.454,1.0076,0.5809,0.54498,0.153111,0.4756,,0.0482,0.8548,7.6932,4.2804,1.79731,1.378,0.191917,0.10678,0.08513695001602173,0.256374,1.4832,0.292404,0.711119,0.375004,,5.01872,-0.00785274,-0.0476438,999,,,,"19545"
"Alex Mauricio","NYY",0.0459,0.052,0,4.87233,1,0,0,0,1,4.433,1.0112,0.577,0.54137,0.165222,0.4462,,0.042,0.8327,7.4943,4.0158,1.8662,1.487,0.187841,0.100654,0.08718700706958771,0.256337,1.4574,0.287076,0.718056,0.372345,,5.11357,-0.00786469,-0.0490762,999,,,,"sa3004337"
"Scott Engler",,0.0448,0.0531,0,4.87755,1,0,0,0,1,4.498,0.9907,0.5801,0.54195,0.137,0.5573,,0.0481,0.8723,7.8507,5.0157,1.56523,1.233,0.193931,0.123899,0.07003114372491837,0.254509,1.548,0.296084,0.713685,0.40499,,5.01908,-0.00786691,-0.0476533,999,,,,"sa918353"
"Ben Rowen",,0.0442,0.0537,0,5.03325,1,0,0,0,1,4.411,1.0927,0.596,0.55925,0.159778,0.3561,,0.048,0.7179,6.4611,3.2049,2.01601,1.438,0.162752,0.08073,0.08202221244573593,0.272705,1.4488,0.298132,0.6961,0.390997,,5.02009,-0.00786816,-0.0476438,999,,,,"10983"
"Franny Cobos",,0.0449,0.053,0,4.8555,1,0,0,0,1,4.452,1.0155,0.5771,0.5395,0.145,0.4805,,0.0476,0.8061,7.2549,4.3245,1.67763,1.305,0.181065,0.107929,0.07313565909862518,0.258799,1.496,0.292822,0.710673,0.399009,,5.02358,-0.00790753,-0.0476438,999,,,,"sa3006494"
"Caleb Freeman","CHW",0.0413,0.0566,0,5.00265,1,0,0,0,1,4.494,0.9895,0.5922,0.55585,0.156778,0.5473,,0.0492,0.8681,7.8129,4.9257,1.58615,1.411,0.193169,0.121785,0.07138407230377197,0.253881,1.5368,0.289882,0.717067,0.376683,,5.25789,-0.0079079,-0.0474487,999,,,,"sa3011339"
"Wandisson Charles",,0.0451,0.0528,0,4.79817,1,0,0,0,1,4.513,0.9815,0.5733,0.53313,0.127556,0.5951,,0.0445,0.8603,7.7427,5.3559,1.44564,1.148,0.190627,0.131864,0.05876357853412628,0.253395,1.5766,0.295939,0.717657,0.432997,,5.0229,-0.00791004,-0.0476533,999,,,,"sa874818"
"Sal Romano",,0.0443,0.0536,0,4.98168,1,0,0,0,1,4.433,1.0844,0.5916,0.55352,0.150444,0.4005,,0.0436,0.7147,6.4323,3.6045,1.78452,1.354,0.161223,0.0903451,0.07087749987840652,0.271854,1.4849,0.298985,0.701025,0.40801,,5.02516,-0.00792534,-0.0476438,999,,,,"13690"
"Tanner Burns","CLE",0.0448,0.0532,0,4.76487,1,0,0,0,1,4.427,1.0031,0.566,0.52943,0.147667,0.4552,,0.0449,0.8495,7.6455,4.0968,1.86621,1.329,0.191891,0.102824,0.08906709402799606,0.255443,1.4583,0.291983,0.712946,0.388822,,4.88745,-0.00792607,-0.0503559,999,,,,"sa3014451"
"Dan Winkler",,0.0448,0.0531,0,4.88124,1,0,0,0,1,4.478,1.0023,0.58,0.54236,0.140667,0.5107,,0.0623,0.8442,7.5978,4.5963,1.65303,1.266,0.188522,0.114046,0.07447521388530731,0.256671,1.513,0.295066,0.708931,0.401987,,5.02575,-0.00793198,-0.0476438,999,,,,"12237"
"Henry Henry",,0.0448,0.0531,0,4.84992,1,0,0,0,1,4.494,1.0422,0.5807,0.53888,0.127667,0.5164,,0.0491,0.7484,6.7356,4.6476,1.44926,1.149,0.166533,0.114909,0.051624394953250885,0.265292,1.5586,0.299608,0.708692,0.458988,,5.02585,-0.00793311,-0.0476438,999,,,,"sa918121"
"Brody Koerner",,0.0444,0.0535,0,4.94919,1,0,0,0,1,4.452,1.0712,0.5891,0.54991,0.143778,0.4305,,0.0502,0.7253,6.5277,3.8745,1.68479,1.294,0.162916,0.0966981,0.06621742993593216,0.269735,1.5017,0.298954,0.701778,0.422991,,5.02709,-0.00794715,-0.0476438,999,,,,"17748"
"Jorge Juan",,0.0451,0.0528,0,4.81527,1,0,0,0,1,4.507,0.9595,0.5727,0.53503,0.135333,0.5763,,0.0651,0.9118,8.2062,5.1867,1.58216,1.218,0.202308,0.127868,0.07443974912166595,0.248215,1.5358,0.292417,0.71535,0.397988,,5.02641,-0.00794966,-0.0476533,999,,,,"sa3005826"
"Reggie McClain",,0.0446,0.0533,0,4.92039,1,0,0,0,1,4.47,1.0266,0.5846,0.54671,0.143556,0.4771,,0.0596,0.8075,7.2675,4.2939,1.69252,1.292,0.180649,0.106734,0.07391498237848282,0.261002,1.5037,0.296101,0.705523,0.403999,,5.0278,-0.00795518,-0.0476438,999,,,,"19311"
"Gabe Klobosits",,0.0444,0.0535,0,4.97745,1,0,0,0,1,4.439,1.0555,0.5895,0.55305,0.153667,0.4214,,0.0467,0.7685,6.9165,3.7926,1.82368,1.383,0.173125,0.0949313,0.07819327712059021,0.265809,1.4769,0.295806,0.7033,0.382003,,5.03145,-0.0079963,-0.0476438,999,,,,"19881"
"Carlos Romero","WSN",0.0435,0.0544,0,4.84452,1,0,0,0,1,4.462,0.994,0.5763,0.53828,0.142444,0.5153,,0.0552,0.8028,7.2252,4.6377,1.55793,1.282,0.179919,0.115486,0.06443299353122711,0.255429,1.5093,0.28903,0.71228,0.402596,,5.12416,-0.00800882,-0.0469379,999,,,,"sa3003106"
"Ashton Goudeau",,0.0407,0.0572,0,5.65596,1,0,0,0,1,4.474,1.1921,0.6666,0.62844,0.178,0.3466,,0.0455,0.6604,5.9436,3.1194,1.90537,1.602,0.147608,0.0774698,0.07013857364654541,0.292045,1.5387,0.312656,0.676309,0.406508,,5.33598,-0.00801019,-0.035345,999,,,,"15139"
"Reid Birlingmair","TEX",0.0452,0.0528,0,4.94721,1,0,0,0,1,4.468,1.0197,0.5863,0.54969,0.154,0.4745,,0.0529,0.8314,7.4826,4.2705,1.75216,1.386,0.186079,0.1062,0.07987914234399796,0.258768,1.4942,0.292941,0.710074,0.383939,,5.08788,-0.00801625,-0.0487711,999,,,,"sa3007473"
"Ryne Harper",,0.0445,0.0534,0,4.96557,1,0,0,0,1,4.409,1.0669,0.5878,0.55173,0.159556,0.383,,0.0453,0.7461,6.7149,3.447,1.94804,1.436,0.169222,0.0868678,0.08235428482294083,0.268018,1.4499,0.295067,0.702882,0.381001,,5.0334,-0.00801837,-0.0476438,999,,,,"12680"
"Matt Russell",,0.0448,0.0532,0,4.86504,1,0,0,0,1,4.468,1.0537,0.5813,0.54056,0.135,0.4652,,0.0556,0.7251,6.5259,4.1868,1.55868,1.215,0.162287,0.104118,0.05816919356584549,0.266949,1.5189,0.297593,0.705015,0.445015,,5.03368,-0.0080215,-0.0476438,999,,,,"sa3017256"
"Tyler Santana","CHC",0.0465,0.0549,0.0089,4.72725,0.8821,0.0251,0,0,1,4.413,1.0791,0.5675,0.52525,0.132556,0.4077,,0.0391,0.6514,5.8626,3.6693,1.59774,1.193,0.147609,0.0923861,0.05522321164608002,0.272074,1.4868,0.297446,0.70649,0.469217,,4.9273,-0.00802718,-0.0496548,999,,,,"sa3017542"
"Will Mabrey","ARI",0.0468,0.0511,0,4.79268,1,0,0,0,1,4.466,1.0248,0.5699,0.53252,0.132556,0.4935,,0.0442,0.8151,7.3359,4.4415,1.65167,1.193,0.182512,0.110502,0.07201074808835983,0.260876,1.5183,0.299346,0.711626,0.391116,,4.8726,-0.00804251,-0.0455292,999,,,,"sa3020709"
"Matt Dennis",,0.0467,0.064,0.0333,4.98771,0.558,0.094,0,0,1,4.444,1.1096,0.5958,0.55419,0.142556,0.3779,,0.0615,0.6511,5.8599,3.4011,1.72294,1.283,0.146512,0.085036,0.06147614121437073,0.277081,1.4875,0.301171,0.692355,0.454989,,5.0357,-0.00804431,-0.0476438,999,,,,"sa918295"
"Wander Suero",,0.0449,0.053,0,4.88655,1,0,0,0,1,4.403,1.0133,0.5773,0.54295,0.161778,0.4152,,0.0508,0.8159,7.3431,3.7368,1.96508,1.456,0.185305,0.0942993,0.09100614488124847,0.257379,1.4285,0.287742,0.708147,0.354013,,5.03579,-0.00804531,-0.0476438,999,,,,"15855"
"Paxton Schultz","TOR",1.0183,1.0387,0,4.13333,21,0,0,0.6413,21,89.859,19.7447,10.3596,9.64444,2.88633,7.7279,,0.7723,19.6119,8.4051,3.31196,2.5378,1.237,0.218252,0.0860003,0.13225164264440536,0.242687,1.30822,0.286412,0.730334,0.382574,,4.29977,-0.00804825,0.054888,999,,,,"sa3010626"
"Emmanuel Chapman","PIT",0.045,0.0655,0.0312,5.08077,0.5646,0.0926,0,0,1,4.443,1.0517,0.6002,0.56453,0.157111,0.4314,,0.0423,0.7864,7.0776,3.8826,1.8229,1.414,0.176998,0.0970966,0.07990097999572754,0.264959,1.4831,0.295655,0.69897,0.36303,,5.05722,-0.00805201,-0.0446113,999,,,,"sa3023456"
"Riley Smith",,0.048,0.0587,0.0223,4.99905,0.6941,0.0651,0,0,1,4.385,1.1403,0.5936,0.55545,0.151444,0.2986,,0.0401,0.6371,5.7339,2.6874,2.13362,1.363,0.145291,0.0680958,0.07719497382640839,0.281813,1.4389,0.303539,0.688985,0.405188,,4.87716,-0.00810577,-0.0455387,999,,,,"19826"
"Morgan McSweeney","BAL",0.0468,0.0511,0,4.70574,1,0,0,0,1,4.413,1.0203,0.5616,0.52286,0.144889,0.4478,,0.0399,0.7821,7.0389,4.0302,1.74654,1.304,0.177226,0.101473,0.07575345784425735,0.259929,1.4681,0.291968,0.716456,0.42041,,4.94894,-0.0081081,-0.0510147,999,,,,"sa3010781"
"Andrew Gross",,0.0452,0.058,0.014,4.80843,0.8161,0.0391,0,0,1,4.408,1.048,0.5729,0.53427,0.143889,0.4115,,0.0464,0.7478,6.7302,3.7035,1.81725,1.295,0.169646,0.093353,0.07629310339689255,0.26531,1.4595,0.295615,0.704738,0.420547,,4.91514,-0.00813366,-0.0521103,999,,,,"sa3010127"
"Tyler Schimpf",,0.0445,0.0534,0,4.95,1,0,0,0,1,4.482,1.0082,0.5869,0.55,0.145778,0.5153,,0.0487,0.8539,7.6851,4.6377,1.65709,1.312,0.190518,0.114971,0.07554664462804794,0.257325,1.5235,0.29552,0.709862,0.386011,,5.04579,-0.00815812,-0.0476438,999,,,,"sa829573"
"Michel Baez",,0.0456,0.0523,0,4.89753,1,0,0,0,1,4.452,1.0224,0.5821,0.54417,0.146444,0.4757,,0.0603,0.7947,7.1523,4.2813,1.67059,1.318,0.178504,0.106851,0.07165320217609406,0.261083,1.4981,0.294453,0.708387,0.410197,,5.08886,-0.00816816,-0.0501649,999,,,,"20100"
"José Cruz",,0.0451,0.0528,0,4.82301,1,0,0,0,1,4.539,0.9382,0.574,0.53589,0.130444,0.6395,,0.0602,0.9577,8.6193,5.7555,1.49758,1.174,0.210994,0.14089,0.07010355591773987,0.244367,1.5777,0.293606,0.719458,0.400007,,5.04596,-0.00817015,-0.0476533,999,,,,"sa3006383"
"Gregori Vasquez",,0.0464,0.0515,0,4.80294,1,0,0,0,1,4.396,1.0479,0.5709,0.53366,0.154889,0.3919,,0.0429,0.764,6.876,3.5271,1.94948,1.394,0.173794,0.0891492,0.08464512974023819,0.264541,1.4398,0.29353,0.710492,0.400805,,4.95644,-0.00819404,-0.0510147,999,,,,"sa873328"
"Hugh Fisher","ARI",0.0469,0.0511,0,4.743,1,0,0,0,1,4.537,1.0231,0.5688,0.527,0.110444,0.5658,,0.0695,0.8093,7.2837,5.0922,1.43036,0.994,0.178378,0.124708,0.053669825196266174,0.262219,1.5889,0.306059,0.711229,0.461098,,4.88956,-0.00824014,-0.0455292,999,,,,"sa3017255"
"Keith Rogalla",,0.0444,0.0535,0,4.98708,1,0,0,0,1,4.46,1.0177,0.5895,0.55412,0.154556,0.4798,,0.0442,0.8468,7.6212,4.3182,1.7649,1.391,0.189865,0.107578,0.08228699862957001,0.258562,1.4975,0.294122,0.708754,0.364002,,5.0541,-0.00825187,-0.0476438,999,,,,"sa829753"
"Tyler Danish",,0.0435,0.0544,0,5.24448,1,0,0,0,1,4.496,1.1327,0.6248,0.58272,0.140111,0.4359,,0.0504,0.6432,5.7888,3.9231,1.47557,1.261,0.143061,0.0969528,0.04610765725374222,0.28249,1.5686,0.307647,0.687678,0.461532,,5.16042,-0.00827615,-0.0425153,999,,,,"15126"
"Miguel Medrano",,0.047,0.0644,0.0355,4.98591,0.5292,0.1002,0,0,1,4.47,1.0401,0.5931,0.55399,0.145111,0.4752,,0.0518,0.7886,7.0974,4.2768,1.65951,1.306,0.176421,0.106309,0.07011187076568604,0.263784,1.5153,0.297409,0.702819,0.418019,,5.05672,-0.00829159,-0.0476533,999,,,,"sa947763"
"Angel Macuare",,0.0461,0.059,0.0177,4.90113,0.7526,0.0526,0,0,1,4.378,1.0409,0.5793,0.54457,0.167444,0.3641,,0.047,0.759,6.831,3.2769,2.08459,1.507,0.173367,0.0831658,0.0902010127902031,0.262396,1.405,0.287278,0.705378,0.358997,,5.05856,-0.00830212,-0.0476438,999,,,,"sa3003039"
"Brady Puckett",,0.0448,0.0531,0,4.87206,1,0,0,0,1,4.484,1.0251,0.5812,0.54134,0.135889,0.506,,0.056,0.7799,7.0191,4.554,1.5413,1.223,0.17393,0.112846,0.06108386069536209,0.261372,1.5311,0.295791,0.708428,0.430008,,5.05924,-0.00830976,-0.0476438,999,,,,"sa829632"
"José Mujica",,0.041,0.0568,0,5.58918,1,0,0,0,1,4.456,1.1337,0.6559,0.62102,0.189,0.3717,,0.0418,0.75,6.75,3.3453,2.01776,1.701,0.168312,0.0834156,0.08489678055047989,0.280445,1.5054,0.304398,0.684639,0.358392,,5.36398,-0.00831167,-0.035345,999,,,,"17821"
