Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ty Madden","DET",2,2,0,4.04632,43,0,0,1,,43,182,39,21,19,5,17,,2,39,8.06201,3.52926,2.28433,1.0814,0.211268,0.0924859,0.11878255009651184,0.236867,1.2927,0.280113,0.712904,,,4.25111,0.00706298,0.00840154,750.8599853515625,,,,,,,180.29999999999998,4.193023255813953,175,4.069767441860465,,,,,,,,,,,,,,,,,,,"Ty Madden","30140",680744
"Bruce Zimmermann","MIL",1,1,0,4.24285,15,0,0,1,,15,63,15,8,7,2,4,,1,12,7.1285,2.4611,2.89647,1.18887,0.188585,0.0651083,0.1234762966632843,0.252864,1.25579,0.287176,0.691868,,,4.24506,0.00659231,-0.0106126,999,,,,,,,60.400000000000006,4.026666666666667,62,4.133333333333334,,,,,,,,,,,,,,,,,,,"Bruce Zimmermann","20370",669145
"Rob Zastryzny","CHC",0,0,0,3.85002,8,0,0,1,,8,34,7,4,3,1,3,,0,8,8.47797,3.20681,2.64374,1.06788,0.222269,0.0840738,0.13819525390863419,0.235045,1.25819,0.282101,0.724275,,,4.02808,0.006398,-0.00126086,999,,,,,,,39.7,4.9625,38,4.75,,,,,,,,,,,,,,,,,,,"Rob Zastryzny","15094",642239
"Miguel Castro","HOU",2,2,0,4.0119,33,0,0,1,,33,143,30,16,15,4,13,,2,31,8.40011,3.54022,2.37277,1.11228,0.215387,0.0907748,0.12461260706186295,0.236335,1.31348,0.28083,0.724802,,,4.22653,0.00629585,0.00834242,999,,,,,,,138.00000000000006,4.181818181818183,134,4.0606060606060606,,,,,,,,,,,,,,,,,,,"Miguel Castro","15684",612434
"Gavin Hollowell","CHC",1,0,0,3.84425,10,0,0,1,,10,43,9,5,4,1,5,,0,11,9.52029,4.05491,2.34784,1.05539,0.24411,0.103972,0.14013806730508804,0.227099,1.32129,0.283356,0.738699,,,4.07264,0.00624974,-0.00157607,999,,,,,,,49.300000000000004,4.930000000000001,48,4.8,,,,,,,,,,,,,,,,,,,"Gavin Hollowell","25427",668970
"Trent Harris","SFG",1,0,0,3.9265,10,0,0,1,,10,43,9,5,4,1,4,,0,10,9.15634,3.76238,2.43365,1.0125,0.236175,0.0970456,0.13912982493638992,0.236265,1.32586,0.293205,0.726958,,,3.99025,0.00623988,-0.000613923,999,,,,,,,50.300000000000004,5.03,49,4.9,,,,,,,,,,,,,,,,,,,"Trent Harris","sa3022526",805345
"Drew Rom","STL",1,1,0,4.3371,12,0,0,1,,12,51,12,6,6,1,4,,1,10,7.49068,3.33251,2.24776,0.941323,0.195835,0.0871245,0.10871018469333649,0.259825,1.36657,0.30774,0.688632,,,4.10823,0.00582063,0.000248762,999,,,,,,,54.30000000000001,4.525000000000001,56,4.666666666666667,,,,,,,,,,,,,,,,,,,"Drew Rom","24602",680723
"Jesse Chavez","TEX",3,3,0,4.22685,53,0,0,7,,53,229,50,27,25,7,19,,2,48,8.12958,3.23824,2.51049,1.2453,0.209058,0.0832735,0.12578409910202026,0.242342,1.30869,0.282034,0.713674,,,4.37452,0.00576133,-0.0150534,999,,,,,,,237.10000000000002,4.473584905660378,235,4.433962264150943,,,,,,,,,,,,,,,,,,,"Jesse Chavez","5448",445926
"Joe Jacques","LAD",1,1,0,4.18546,13,0,0,1,,13,56,13,7,6,1,5,,1,10,7.02186,3.308,2.12269,0.968971,0.180048,0.0848204,0.09522731602191925,0.25159,1.35377,0.289754,0.70308,,,4.24585,0.00509499,-0.0158811,999,,,,,,,56.10000000000001,4.315384615384616,58,4.461538461538462,,,,,,,,,,,,,,,,,,,"Joe Jacques","25178",682175
"Logan VanWey","HOU",0,0,0,3.7379,8,0,0,1,,8,35,7,4,3,1,4,,0,9,10.0706,4.61627,2.18155,1.04876,0.255761,0.117238,0.13852298259735107,0.215926,1.33584,0.274259,0.752297,,,4.13504,0.00456027,-0.00180794,999,,,,,,,38.7,4.8375,37,4.625,,,,,,,,,,,,,,,,,,,"Logan VanWey","sa3019956",701121
"Carlos Hernández","KCR",2,2,0,4.2033,44,0,0,1,,44,189,40,22,21,6,20,,2,42,8.64098,4.01468,2.15235,1.12763,0.223517,0.103848,0.11966919898986816,0.236539,1.34522,0.284939,0.713892,,,4.35765,0.00451442,0.029184,999,,,,,,,169.8,3.8590909090909093,164,3.727272727272727,,,,,,,,,,,,,,,,,,,"Carlos Hernandez","22713",672578
"Michael Petersen","TOR",1,1,0,3.9216,14,0,0,1,,14,61,12,7,6,2,6,,1,15,9.32236,3.85046,2.4211,1.23735,0.239035,0.0987298,0.14030524343252182,0.222731,1.28706,0.268867,0.741053,,,4.30907,0.00437208,-0.0027332,999,,,,,,,60.800000000000026,4.342857142857144,57,4.071428571428571,,,,,,,,,,,,,,,,,,,"Michael Petersen","20827",656848
"Jose Cuas","PHI",1,0,0,4.24647,10,0,0,1,,10,44,9,5,5,1,5,,0,10,9.03154,4.27551,2.11239,1.07512,0.228069,0.107968,0.12010155618190765,0.240917,1.40862,0.295814,0.719587,,,4.28727,0.00431618,0.00350675,999,,,,,,,47.300000000000004,4.73,46,4.6,,,,,,,,,,,,,,,,,,,"Jose Cuas","17701",621016
"Justin Hagenman","NYM",1,1,0,4.15274,17,0,0,1,,17,72,16,9,8,2,5,,1,14,7.57223,2.7742,2.72951,1.20542,0.198654,0.0727801,0.12587403506040573,0.245112,1.26024,0.281252,0.705,,,4.27899,0.00417962,-0.0214083,999,,,,,,,73.60000000000002,4.329411764705884,73,4.294117647058823,,,,,,,,,,,,,,,,,,,"Justin Hagenman","sa3008022",663795
"Luis Contreras","HOU",3,2,0,4.00748,48,0,0,1,,48,208,42,23,21,6,21,,2,49,9.14697,3.89042,2.35115,1.20036,0.234538,0.0997543,0.13478334248065948,0.227647,1.30942,0.275126,0.733128,,,4.30837,0.00400733,0.0207669,999,,,,,,,205.20000000000005,4.275000000000001,195,4.0625,,,,,,,,,,,,,,,,,,,"Luis Contreras","25839",664351
"Easton Lucas","TOR",2,2,0,4.06968,35,0,0,1,,35,151,32,17,16,4,15,,2,32,8.14486,3.77624,2.15687,1.09593,0.209852,0.0972944,0.11255718767642975,0.235188,1.324,0.277657,0.719635,,,4.34041,0.0037248,0.00893771,999,,,,,,,143.60000000000002,4.102857142857143,140,4,,,,,,,,,,,,,,,,,,,"Easton Lucas","26058",687922
"Jose E. Hernandez","LAD",1,1,0,4.19779,15,0,0,1,,15,67,14,8,7,2,7,,1,14,8.58897,4.17659,2.05645,1.07816,0.214155,0.104138,0.11001680791378021,0.24055,1.41237,0.28887,0.725451,,,4.35726,0.00357565,-0.0159216,999,,,,,,,58.00000000000001,3.866666666666667,57,3.8,,,,,,,,,,,,,,,,,,,"Jose E. Hernandez","22318",669796
"Chris Roycroft","STL",3,2,0,4.14783,48,0,0,1,,48,209,46,24,22,4,22,,2,40,7.52675,4.18041,1.80048,0.809037,0.19207,0.106677,0.08539304882287979,0.248233,1.41782,0.296279,0.707796,,,4.20351,0.00260626,0.000995046,999,,,,,,,198.40000000000006,4.133333333333335,200,4.166666666666667,,,,,,,,,,,,,,,,,,,"Chris Roycroft","31261",688297
"Jordan Balazovic","DET",0,0,0,4.02326,8,0,0,1,,8,38,8,4,4,1,4,,0,8,8.97924,4.19769,2.13909,1.00466,0.212208,0.0992049,0.11300314217805862,0.242068,1.47901,0.293114,0.749026,,,4.17736,0.00253464,-0.00136619,999,,,,,,,34.10000000000001,4.262500000000001,35,4.375,,,,,,,,,,,,,,,,,,,"Jordan Balazovic","21866",666364
"Nate Lavender","TBR",1,1,0,3.84532,26,0,0,1,,26,112,22,12,11,3,12,,1,28,9.67125,4.23355,2.28443,1.11875,0.249457,0.109199,0.14025817811489105,0.220094,1.30417,0.273992,0.741069,,,4.19154,0.00235217,0.0160954,999,,,,,,,119.3,4.588461538461538,112,4.3076923076923075,,,,,,,,,,,,,,,,,,,"Nate Lavender","sa3017917",681320
"Allan Winans","NYY",1,1,0,4.2977,13,0,0,1,,13,54,13,7,6,2,3,,1,9,6.29935,2.3685,2.65964,1.21439,0.167374,0.0629311,0.10444306582212448,0.251781,1.23943,0.27652,0.683347,,,4.43387,0.00202497,-0.0153452,999,,,,,,,47.8,3.6769230769230767,49,3.769230769230769,,,,,,,,,,,,,,,,,,,"Allan Winans","21238",642216
"Lucas Gilbreath","COL",3,2,0,4.77659,48,0,0,1,,48,213,49,28,25,6,23,,2,43,8.08638,4.34961,1.8591,1.08189,0.202476,0.10891,0.09356547147035599,0.261172,1.50284,0.311724,0.691745,,,4.53347,0.00193607,-0.00843732,999,,,,,,,169.00000000000003,3.520833333333334,177,3.6875,,,,,,,,,,,,,,,,,,,"Lucas Gilbreath","21290",656458
"Albert Abreu","CIN",1,1,0,4.42448,15,0,0,1,,15,68,14,8,7,2,8,,1,15,9.09724,4.60292,1.97641,1.21194,0.223809,0.11324,0.11056879907846451,0.239145,1.45676,0.288752,0.725272,,,4.58575,0.00193424,0.00384896,999,,,,,,,57.00000000000001,3.8000000000000003,56,3.7333333333333334,,,,,,,,,,,,,,,,,,,"Albert Abreu","17485",656061
"Carlos Carrasco","NYY",0,0,0,4.64734,22,0,0,1,,22,96,23,12,11,3,7,,1,18,7.20349,3.02224,2.38349,1.2045,0.183291,0.0769002,0.10639099031686783,0.265192,1.39283,0.30252,0.687571,,,4.44808,0.0019248,-0.0307257,750.6599731445312,,,,,,,82.10000000000001,3.7318181818181824,87,3.9545454545454546,,,,,,,,,,,,,,,,,,,"Carlos Carrasco","6632",471911
"Ryan Miller","DET",1,1,0,4.09661,22,0,0,1,,22,95,21,11,10,3,8,,1,19,7.90672,3.21024,2.46297,1.1632,0.203448,0.0826027,0.12084498256444931,0.240677,1.29922,0.279634,0.717232,,,4.29575,0.00165221,-0.00375703,999,,,,,,,86.30000000000001,3.9227272727272733,86,3.909090909090909,,,,,,,,,,,,,,,,,,,"Ryan Miller","22187",668943
"Joe La Sorsa","CIN",0,0,0,4.66871,8,0,0,1,,8,35,9,5,4,1,2,,0,6,6.58895,2.43866,2.70187,1.36363,0.167338,0.0619342,0.10540406405925751,0.264558,1.34535,0.290444,0.68721,,,4.61375,0.00153725,-0.019056,999,,,,,,,33.50000000000001,4.187500000000001,37,4.625,,,,,,,,,,,,,,,,,,,"Joe La Sorsa","25481",686747
"Jake Eder","CHW",1,1,1,4.85521,23,2,0,1,,28,125,27,17,15,4,15,,1,23,7.28376,4.72768,1.54066,1.19747,0.183128,0.118863,0.06426479667425156,0.250361,1.48728,0.285836,0.690284,,,5.00854,0.00148483,-0.0116516,999,,,,,,,89.8,3.207142857142857,90,3.2142857142857144,,,,,,,,,,,,,,,,,,,"Jake Eder","27590",671109
"Camden Minacci","LAA",1,0,0,4.14472,10,0,0,1,,10,44,9,5,5,1,5,,0,10,9.05687,4.27436,2.11889,1.16034,0.228709,0.107938,0.12077058851718903,0.231645,1.37259,0.280568,0.729473,,,4.40435,0.00120189,0.00276711,999,,,,,,,47.300000000000004,4.73,46,4.6,,,,,,,,,,,,,,,,,,,"Camden Minacci","sa3022728",695229
"Amos Willingham","ATL",2,2,0,4.24613,46,0,0,1,,46,201,45,24,22,6,18,,2,42,8.31178,3.50372,2.37227,1.12863,0.211819,0.0892895,0.122529536485672,0.247081,1.35884,0.29361,0.712885,,,4.25783,0.0008018,-0.0100428,999,,,,,,,177.60000000000002,3.8608695652173917,180,3.9130434782608696,,,,,,,,,,,,,,,,,,,"Amos Willingham","26128",686294
"Ethan Small","SFG",1,1,0,4.0883,26,0,0,1,,26,111,24,13,12,3,11,,1,24,8.31825,3.75013,2.21812,1.01055,0.215658,0.0972257,0.11843263357877731,0.241386,1.33925,0.290901,0.713254,,,4.16895,0.000740766,-0.0015962,999,,,,,,,109.1,4.196153846153846,107,4.115384615384615,,,,,,,,,,,,,,,,,,,"Ethan Small","26364",663629
"Andrew Morris","MIN",1,0,0,4.32032,10,0,0,1,,10,42,10,5,5,1,3,,0,8,6.91695,2.65852,2.6018,1.15501,0.182988,0.0703313,0.11265678703784943,0.254364,1.27779,0.28802,0.686162,,,4.31115,0.000719673,-0.000912184,999,,,,,,,46.7,4.67,48,4.8,,,,,,,,,,,,,,,,,,,"Andrew Morris","sa3020569",702193
"Hayden Juenger","TOR",1,1,0,4.09999,26,0,0,1,,26,113,24,13,12,3,10,,1,23,7.90196,3.52848,2.23948,1.13264,0.202614,0.0904739,0.11214060336351395,0.238017,1.31904,0.277135,0.718795,,,4.36259,0.000445589,-0.00507593,999,,,,,,,110.1,4.234615384615385,108,4.153846153846154,,,,,,,,,,,,,,,,,,,"Hayden Juenger","sa3017103",696522
"Luarbert Arias","MIA",3,2,0,4.23572,48,0,0,1,,48,208,45,25,23,7,18,,2,45,8.48107,3.42749,2.47442,1.29216,0.217463,0.0878844,0.12957891821861267,0.238549,1.31266,0.279491,0.718409,,,4.42956,0.000282756,0.00175334,999,,,,,,,186.10000000000002,3.8770833333333337,183,3.8125,,,,,,,,,,,,,,,,,,,"Luarbert Arias","sa3007599",678215
"Jake Diekman",,2,2,0,3.92462,38,0,0,0,,38,165,30,18,17,4,23,,2,42,9.98543,5.47063,1.82528,0.965016,0.25552,0.139989,0.1155303418636322,0.215465,1.40085,0.278352,0.73922,,,4.32641,0.0000698417,0.205685,999,,,,,,,163,4.2894736842105265,147,3.8684210526315788,,,,,,,,,,,,,,,,,,,"Jake Diekman","5003",518617
"Cole Waites","SFG",1,1,0,3.99377,13,0,0,1,,13,57,11,6,6,1,7,,1,14,9.48761,4.93819,1.92127,0.898443,0.242176,0.12605,0.11612649261951447,0.229878,1.41126,0.293556,0.728734,,,4.1578,0.0000309645,0.0149967,999,,,,,,,63.300000000000004,4.86923076923077,60,4.615384615384615,,,,,,,,,,,,,,,,,,,"Cole Waites","25665",686972
"Jake Woodford","COL",0,0,0,5.16473,8,0,0,1,,8,35,9,5,5,1,2,,0,6,6.39208,2.81129,2.27372,1.22891,0.162339,0.0713978,0.09094081073999405,0.287289,1.46678,0.32094,0.658506,,,4.5912,-0.000236592,-0.0104391,999,,,,,,,33.50000000000001,4.187500000000001,37,4.625,,,,,,,,,,,,,,,,,,,"Jake Woodford","18674",663765
"Riley Pint","CLE",1,1,0,3.92525,15,0,0,1,,15,66,12,7,7,1,11,,1,18,10.5215,6.31752,1.66544,0.780698,0.264986,0.159108,0.10587754845619202,0.21611,1.49126,0.293157,0.740902,,,4.23428,-0.000385588,0.0130953,999,,,,,,,71.5,4.766666666666667,66,4.4,,,,,,,,,,,,,,,,,,,"Riley Pint","21858",666207
"Bradley Blalock","COL",1,1,2,5.86588,25,3,0,1,,41,184,47,29,27,7,18,,2,27,5.83896,3.92029,1.48942,1.41291,0.146255,0.0981961,0.048059187829494476,0.289479,1.57945,0.313722,0.638084,,,5.36318,-0.000843033,-0.124539,999,,,,,,,93.10000000000004,2.270731707317074,112,2.731707317073171,,,,,,,,,,,,,,,,,,,"Bradley Blalock","26419",687134
"Chasen Shreve","ATL",1,0,0,4.36537,10,0,0,1,,10,43,10,5,5,1,4,,0,9,8.43088,3.18083,2.65053,1.26158,0.217852,0.082192,0.13566011935472488,0.248716,1.32378,0.293919,0.704201,,,4.31082,-0.000986867,0.00444923,999,,,,,,,45.7,4.57,47,4.7,,,,,,,,,,,,,,,,,,,"Chasen Shreve","10855",592741
"Sam Long","KCR",3,3,0,4.32824,56,0,0,10,,56,243,54,29,27,7,23,,3,50,8.02945,3.65506,2.1968,1.1442,0.205339,0.0934715,0.11186713725328445,0.246425,1.36509,0.289613,0.707457,,,4.39481,-0.00127818,0.0677189,999,,,,,,,249.90000000000006,4.462500000000001,251,4.482142857142857,,,,,,,,,,,,,,,,,,,"Sam Long","25379",669674
"Drew Smyly",,3,3,0,4.26453,55,0,0,0,,55,232,50,28,26,8,20,,2,50,8.2046,3.27134,2.50803,1.26923,0.216117,0.0861704,0.12994708865880966,0.240071,1.27813,0.280577,0.703805,,,4.40141,-0.00135139,0.0763438,999,,,,,,,212.60000000000002,3.8654545454545457,205,3.727272727272727,,,,,,,,,,,,,,,,,,,"Drew Smyly","11760",592767
"Dylan Covey",,1,1,0,4.15441,12,0,0,1,,12,52,11,6,6,1,5,,1,9,7.03565,3.86575,1.82,0.873719,0.180401,0.0991218,0.08127942681312561,0.24727,1.38298,0.287653,0.704703,,,4.29725,-0.00184187,-0.00385393,999,,,,,,,51.90000000000001,4.325000000000001,51,4.25,,,,,,,,,,,,,,,,,,,"Dylan Covey","14825",592229
"Taylor Clarke","KCR",1,0,0,4.51874,10,0,0,1,,10,43,10,5,5,1,3,,0,8,7.06959,2.78296,2.54032,1.23389,0.182677,0.071911,0.1107657253742218,0.259669,1.33416,0.293549,0.687939,,,4.43634,-0.00191418,0.00663273,999,,,,,,,46.7,4.67,48,4.8,,,,,,,,,,,,,,,,,,,"Taylor Clarke","17611",664199
"Brett de Geus","PIT",1,1,0,4.5767,24,0,0,1,,24,106,26,13,12,2,9,,1,16,6.04275,3.48313,1.73486,0.84292,0.152019,0.0876258,0.06439296156167984,0.271759,1.4693,0.307271,0.682932,,,4.3436,-0.00241577,-0.0142679,999,,,,,,,91.40000000000003,3.808333333333335,100,4.166666666666667,,,,,,,,,,,,,,,,,,,"Brett de Geus","23592",676969
"Zach Agnos","COL",2,2,0,4.93668,31,0,0,1,,31,136,32,19,17,5,12,,1,28,8.12323,3.44393,2.35871,1.39821,0.205466,0.0871094,0.11835625767707825,0.262936,1.42478,0.305206,0.683916,,,4.66931,-0.00356139,-0.0303099,999,,,,,,,105.69999999999997,3.409677419354838,111,3.5806451612903225,,,,,,,,,,,,,,,,,,,"Zach Agnos","sa3020560",688642
"Davis Daniel","ATL",1,1,0,4.43688,27,0,0,1,,27,114,27,15,13,4,8,,1,22,7.27483,2.52246,2.88402,1.25342,0.192075,0.0665997,0.12547510862350464,0.257699,1.28171,0.293405,0.683942,,,4.32711,-0.00374914,-0.0336332,999,,,,,,,101.40000000000002,3.7555555555555564,104,3.8518518518518516,,,,,,,,,,,,,,,,,,,"Davis Daniel","27582",669721
"Michael Kelly","ATH",1,1,0,3.98005,26,0,0,1,,26,112,23,13,11,3,11,,1,26,8.83323,3.81747,2.3139,1.12641,0.227841,0.0984665,0.12937482446432114,0.230399,1.30798,0.277958,0.728284,,,4.24555,-0.00386925,-0.0159655,999,,,,,,,115.7,4.45,111,4.269230769230769,,,,,,,,,,,,,,,,,,,"Michael Kelly","12791",547184
"Carson Ragsdale","SFG",2,2,0,4.20185,34,0,0,1,,34,144,31,17,16,4,15,,2,33,8.62987,3.95677,2.18104,1.04285,0.226318,0.103766,0.1225520670413971,0.240912,1.343,0.294388,0.70553,,,4.21637,-0.00419869,-0.00208734,999,,,,,,,140.80000000000004,4.141176470588237,137,4.029411764705882,,,,,,,,,,,,,,,,,,,"Carson Ragsdale","sa3014922",685068
"Ethan Roberts","CHC",2,2,0,4.21974,38,0,0,1,,38,164,35,19,18,5,16,,2,36,8.63542,3.70213,2.33256,1.14813,0.222491,0.0953849,0.1271056905388832,0.241451,1.34191,0.290205,0.71332,,,4.28129,-0.00421138,-0.00598908,999,,,,,,,150.7,3.96578947368421,147,3.8684210526315788,,,,,,,,,,,,,,,,,,,"Ethan Roberts","24930",681799
"Ryan Och","SDP",1,0,0,4.39971,10,0,0,1,,10,44,9,5,5,1,5,,1,11,9.59001,4.89998,1.95715,1.10013,0.242172,0.123737,0.11843506991863251,0.237223,1.44669,0.298217,0.715571,,,4.41432,-0.0042841,-0.00349046,999,,,,,,,46.300000000000004,4.630000000000001,45,4.5,,,,,,,,,,,,,,,,,,,"Ryan Och","sa3017146",701000
"Zach Brzykcy","WSN",3,2,0,4.37279,50,0,0,4,,50,217,46,27,24,6,24,,2,49,8.78037,4.27376,2.05448,1.12884,0.224542,0.109294,0.11524846404790878,0.241463,1.39737,0.293102,0.70938,,,4.41879,-0.00446855,-0.0637683,750.77001953125,,,,,,,212.6,4.252,208,4.16,,,,,,,,,,,,,,,,,,,"Zach Brzykcy","27783",694350
"Steven Okert","HOU",1,1,0,3.99764,26,0,0,1,,26,112,22,13,12,4,11,,1,28,9.5501,3.87415,2.46509,1.31972,0.246332,0.0999284,0.14640354365110397,0.220829,1.27613,0.266627,0.73866,,,4.385,-0.00479699,-0.00587582,999,,,,,,,109.99999999999999,4.23076923076923,102,3.923076923076923,,,,,,,,,,,,,,,,,,,"Steven Okert","13580",595345
"Avery Weems","TEX",1,1,0,4.31818,16,0,0,1,,16,69,15,8,8,2,6,,1,13,7.27887,3.14319,2.31576,1.22761,0.188711,0.08149,0.10722141712903976,0.245697,1.3054,0.278218,0.701121,,,4.50446,-0.00493521,0.000150785,999,,,,,,,63.80000000000001,3.9875000000000007,63,3.9375,,,,,,,,,,,,,,,,,,,"Avery Weems","sa3010256",686830
"Jonathan Hernández","TBR",1,1,0,4.07392,28,0,0,1,,28,122,25,14,13,3,14,,1,26,8.50674,4.60322,1.848,0.868264,0.21693,0.117386,0.09954338520765305,0.237957,1.41449,0.292945,0.719143,,,4.21694,-0.00582567,-0.0175605,999,,,,,,,116.30000000000004,4.15357142857143,112,4,,,,,,,,,,,,,,,,,,,"Jonathan Hernandez","17464",642546
"Anthony Molina","COL",2,2,0,5.2085,33,0,0,1,,33,144,38,21,19,4,10,,1,22,5.92963,2.82949,2.09565,1.1873,0.150594,0.0718601,0.07873369753360748,0.289746,1.47807,0.319881,0.654085,,,4.64014,-0.00592782,-0.0531866,999,,,,,,,111.20000000000006,3.3696969696969714,128,3.878787878787879,,,,,,,,,,,,,,,,,,,"Anthony Molina","26952",683627
"Génesis Cabrera","NYM",2,2,0,4.00824,34,0,0,1,,34,147,30,17,15,4,15,,2,32,8.37868,3.99367,2.09799,1.09312,0.215325,0.102634,0.11269119381904602,0.230456,1.32674,0.274023,0.726472,,,4.35952,-0.00595499,-0.0109195,999,,,,,,,141.40000000000003,4.158823529411766,135,3.9705882352941178,,,,,,,,,,,,,,,,,,,"Genesis Cabrera","17490",650893
"John McMillon","PHI",1,1,0,4.29489,21,0,0,1,,21,91,17,11,10,2,13,,1,22,9.60939,5.45698,1.76094,1.05538,0.246395,0.139923,0.10647201538085938,0.225083,1.43313,0.285145,0.71863,,,4.53559,-0.00619081,-0.00797474,999,,,,,,,92.60000000000001,4.40952380952381,85,4.0476190476190474,,,,,,,,,,,,,,,,,,,"John McMillon","27942",669111
"Alex Cornwell","STL",0,0,0,4.82831,8,0,0,1,,8,34,9,5,4,1,3,,0,5,5.61458,3.13927,1.7885,0.940547,0.146787,0.0820724,0.06471408903598785,0.278282,1.42204,0.309667,0.655379,,,4.45748,-0.00627223,-0.0308725,999,,,,,,,28.500000000000007,3.562500000000001,32,4,,,,,,,,,,,,,,,,,,,"Alex Cornwell","sa3017501",676498
"Kyle Backhus","ARI",1,1,0,4.43628,18,0,0,1,,18,79,18,10,9,2,8,,1,16,8.01423,4.11163,1.94916,0.952073,0.203259,0.104281,0.09897889941930771,0.256007,1.44886,0.307857,0.699965,,,4.27873,-0.00685375,-0.0210673,999,,,,,,,70.80000000000003,3.933333333333335,73,4.055555555555555,,,,,,,,,,,,,,,,,,,"Kyle Backhus","sa3017068",679775
"Matt Pushard","MIA",0,0,0,4.57363,8,0,0,1,,8,35,8,4,4,1,4,,0,7,7.97822,3.99086,1.99912,1.23211,0.202621,0.101355,0.10126635432243347,0.247793,1.40559,0.288598,0.700656,,,4.64952,-0.00694946,0.00531024,999,,,,,,,32.10000000000001,4.012500000000001,33,4.125,,,,,,,,,,,,,,,,,,,"Matt Pushard","sa3019955",690155
"Michael Darrell-Hicks","LAA",1,1,0,4.4051,24,0,0,1,,24,104,23,13,12,3,9,,1,20,7.6427,3.42173,2.23358,1.25513,0.195967,0.0877366,0.1082301065325737,0.245998,1.34128,0.281548,0.703893,,,4.56039,-0.00715419,-0.0238968,999,,,,,,,94.90000000000002,3.9541666666666675,95,3.9583333333333335,,,,,,,,,,,,,,,,,,,"Michael Darrell-Hicks","sa3020438",690382
"Tyler Phillips","PHI",2,2,0,4.7077,43,0,0,1,,43,183,45,25,22,5,15,,2,29,6.1709,3.11645,1.98011,1.04028,0.16111,0.0813644,0.0797458291053772,0.269803,1.38907,0.302636,0.666332,,,4.47019,-0.00727266,-0.0918212,999,,,,,,,150.7,3.5046511627906973,161,3.744186046511628,,,,,,,,,,,,,,,,,,,"Tyler Phillips","20629",663969
"A.J. Blubaugh","HOU",1,0,0,4.38311,10,0,0,1,,10,42,9,5,5,1,4,,0,8,7.58743,3.50532,2.16455,1.21017,0.200726,0.0927333,0.10799240320920944,0.242891,1.30397,0.279829,0.691971,,,4.5334,-0.00727789,-0.00225993,999,,,,,,,46.300000000000004,4.630000000000001,45,4.5,,,,,,,,,,,,,,,,,,,"A.J. Blubaugh","sa3020112",805123
"Jonathan Bowlan","KCR",2,2,0,4.46413,31,0,0,1,,31,133,31,17,15,4,11,,1,23,6.64568,3.15229,2.10821,1.08101,0.172295,0.081726,0.0905693769454956,0.258239,1.35495,0.291745,0.685203,,,4.43654,-0.00763255,-0.0241579,999,,,,,,,113.6,3.664516129032258,117,3.774193548387097,,,,,,,,,,,,,,,,,,,"Jonathan Bowlan","24607",680742
"Vince Velasquez",,0,0,0,4.52388,12,0,0,1,,12,52,12,7,6,2,5,,1,11,8.26695,3.55315,2.32665,1.29474,0.210941,0.0906629,0.12027791887521744,0.24896,1.36894,0.291282,0.702277,,,4.52463,-0.00803579,-0.0334178,999,,,,,,,41.000000000000014,3.416666666666668,42,3.5,,,,,,,,,,,,,,,,,,,"Vince Velasquez","11189",592826
"Grant Holman","ATH",3,3,0,4.09153,60,0,0,12,,60,259,55,30,27,7,26,,3,56,8.4701,3.86493,2.19153,1.02442,0.218283,0.0996031,0.11868000775575638,0.239699,1.34852,0.289726,0.716454,,,4.19536,-0.00803832,-0.0302493,999,,,,,,,287.9,4.798333333333333,282,4.7,,,,,,,,,,,,,,,,,,,"Grant Holman","30002",680880
"Sean Newcomb","BOS",1,1,0,4.42407,12,0,0,1,,12,53,11,6,6,1,6,,1,12,8.70976,4.85746,1.79307,1.07887,0.219113,0.1222,0.09691312164068222,0.239441,1.45553,0.290789,0.713391,,,4.56497,-0.0082033,0.0101601,999,,,,,,,54.90000000000001,4.575000000000001,54,4.5,,,,,,,,,,,,,,,,,,,"Sean Newcomb","16943",656794
"Jonathan Heasley","CHW",1,1,0,4.64133,17,0,0,1,,17,74,17,10,9,2,6,,1,13,7.02723,3.17199,2.2154,1.31401,0.180185,0.081333,0.09885246306657791,0.255399,1.35758,0.285545,0.68881,,,4.69622,-0.00820791,-0.0446379,999,,,,,,,66.00000000000001,3.8823529411764715,68,4,,,,,,,,,,,,,,,,,,,"Jonathan Heasley","22224",669169
"Blake Weiman","HOU",1,1,0,4.35116,15,0,0,1,,15,64,15,8,7,2,5,,1,12,7.3234,2.71457,2.69781,1.34021,0.190713,0.070692,0.12002154439687729,0.247393,1.27187,0.277548,0.699483,,,4.50918,-0.00853616,-0.0191297,999,,,,,,,57.400000000000006,3.826666666666667,59,3.933333333333333,,,,,,,,,,,,,,,,,,,"Blake Weiman","sa3004211",676620
