Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Drew Rasmussen","TBR",4,3,12,3.17979,43,19,0,1,,130,540,112,50,46,13,35,,5,134,9.23984,2.40017,3.84966,0.901953,0.247946,0.0644071,0.18353836983442307,0.224651,1.12776,0.281166,0.751293,,,3.33908,2.2169,2.42483,225.57000732421875,,,,,,,662.9000000000001,5.09923076923077,633,4.869230769230769,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Gavin Williams","CLE",10,8,15,3.56584,26,26,0,0,,143,609,121,62,56,16,57,,7,150,9.49447,3.58672,2.64712,1.00587,0.246901,0.0932718,0.1536293774843216,0.222438,1.24998,0.277963,0.747354,,,3.84424,2.20083,2.58761,252.08999633789062,,,,,,,654.8000000000001,4.57902097902098,615,4.300699300699301,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"David Peterson","NYM",8,6,14,3.85268,34,26,0,1,,152,649,142,71,65,15,59,,7,144,8.54911,3.48242,2.45493,0.873429,0.221789,0.0903445,0.13144493103027344,0.243113,1.32289,0.299297,0.720576,,,3.82734,2.19272,2.04733,373.2300109863281,,,,,,,665.0999999999999,4.375657894736841,659,4.3355263157894735,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Robbie Ray","SFG",11,9,15,3.81348,28,28,0,0,,158,667,137,73,67,21,59,,7,176,10.0307,3.36839,2.97789,1.17068,0.264658,0.0888742,0.17578355222940445,0.22737,1.23641,0.287399,0.733769,,,3.88652,2.18604,2.43426,148.33999633789062,,,,,,,708.7,4.485443037974684,671,4.246835443037975,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"Yu Darvish","SDP",11,10,15,4.00576,29,29,0,0,,169,707,156,82,75,23,50,,7,159,8.46107,2.63882,3.20638,1.25054,0.224666,0.0700683,0.15459755808115005,0.239468,1.21494,0.282591,0.714232,,,4.09884,2.18358,2.02895,226.05999755859375,,,,,,,709.1000000000003,4.195857988165682,693,4.100591715976331,,,,,,,,,,,,,,,,,,,"Yu Darvish","13074",506433
"Sean Manaea","NYM",12,10,17,3.96776,31,31,0,0,,180,765,160,87,79,25,65,,8,177,8.88721,3.23836,2.74435,1.23551,0.232119,0.0845806,0.14753838628530502,0.231796,1.25209,0.277098,0.727024,,,4.19051,2.13109,2.21314,181.05999755859375,,,,,,,743.5,4.1305555555555555,710,3.9444444444444446,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"José Soriano","LAA",10,9,14,3.90965,26,26,0,0,,148,636,134,70,64,14,65,,7,139,8.49631,3.98837,2.13027,0.876533,0.218992,0.1028,0.11619206517934799,0.238039,1.35234,0.292216,0.721944,,,4.01841,2.11882,2.26427,341.69000244140625,,,,,,,636.6,4.301351351351352,620,4.1891891891891895,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Brandon Pfaadt","ARI",6,5,13,3.83482,35,23,0,1,,137,575,133,64,58,17,31,,5,133,8.73154,2.04276,4.27438,1.13614,0.231708,0.0542084,0.17749910429120064,0.248119,1.19961,0.299756,0.717803,,,3.66832,2.11638,2.13392,164.1999969482422,,,,,,,620.9000000000001,4.532116788321169,626,4.569343065693431,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Alex Cobb","DET",9,7,13,3.75093,23,23,0,0,,125,526,120,57,52,12,38,,5,109,7.85226,2.71249,2.89486,0.837363,0.207888,0.0718127,0.13607487082481384,0.247826,1.25623,0.298474,0.711409,,,3.66298,2.0802,1.95973,426.1099853515625,,,,,,,554.4,4.4352,558,4.464,,,,,,,,,,,,,,,,,,,"Alex Cobb","6562",502171
"Ryan Feltner","COL",9,12,13,4.87789,31,31,0,0,,176,767,190,104,95,24,63,,8,149,7.62322,3.24144,2.3518,1.2035,0.194201,0.0825757,0.11162563413381577,0.272655,1.43868,0.317593,0.676574,,,4.42872,2.07873,1.81876,682.8900146484375,,,,,,,598.2,3.3988636363636364,653,3.710227272727273,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"José Berríos","TOR",11,12,16,4.3193,32,32,0,0,,196,839,194,103,94,28,58,,8,167,7.6675,2.64972,2.89371,1.29712,0.199369,0.0688976,0.13047189265489578,0.250456,1.28016,0.286291,0.701032,,,4.3483,2.01,1.63368,238.2899932861328,,,,,,,737.6,3.7632653061224492,752,3.836734693877551,,,,,,,,,,,,,,,,,,,"Jose Berrios","14168",621244
"Chris Bassitt","TOR",11,11,16,4.2331,31,31,0,0,,178,760,170,91,84,23,61,,8,160,8.08141,3.11284,2.59616,1.18266,0.210105,0.0809292,0.1291757896542549,0.246839,1.3044,0.289825,0.705696,,,4.25046,1.99281,1.74199,343.8599853515625,,,,,,,705.3000000000002,3.9623595505617986,704,3.955056179775281,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Clarke Schmidt","NYY",4,4,13,3.55976,45,21,0,1,,138,587,119,60,55,18,45,,6,145,9.44229,2.94683,3.20422,1.16287,0.247068,0.0771069,0.1699608713388443,0.222392,1.18922,0.271654,0.750961,,,3.86166,1.98844,2.2386,219.94000244140625,,,,,,,631.4000000000001,4.575362318840581,597,4.326086956521739,,,,,,,,,,,,,,,,,,,"Clarke Schmidt","19899",657376
"Luis Severino","ATH",11,10,17,3.98554,31,31,0,0,,182,773,168,88,80,24,61,,8,169,8.3733,3.00965,2.78215,1.16913,0.218558,0.0785574,0.14000102132558823,0.238338,1.25875,0.281914,0.719738,,,4.13013,1.96385,2.06063,299.1400146484375,,,,,,,745.8,4.0978021978021975,729,4.0054945054945055,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Mason Miller","ATH",4,3,0,2.21145,67,0,30,2,,67,267,41,18,16,6,24,,3,99,13.3496,3.28495,4.06388,0.814187,0.372191,0.0915852,0.28060609847307205,0.17243,0.981823,0.262721,0.834274,,,2.60004,1.88331,2.52567,41.83000183105469,,,,,,,590.4,8.811940298507462,532,7.940298507462686,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Luis Gil","NYY",8,6,16,3.69415,38,28,0,1,,159,684,123,71,65,22,78,,8,181,10.2778,4.41149,2.32978,1.23948,0.264544,0.113549,0.1509951874613762,0.205081,1.26473,0.255027,0.761638,,,4.29261,1.86034,2.5542,194.39999389648438,,,,,,,694.2,4.366037735849057,617,3.880503144654088,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Davis Martin","CHW",9,8,12,4.14494,24,24,0,0,,139,599,132,70,64,18,51,,6,127,8.24413,3.30378,2.49536,1.13974,0.211983,0.0849508,0.12703221291303635,0.243768,1.31982,0.288269,0.714907,,,4.21916,1.85716,1.60096,684.8599853515625,,,,,,,547.0000000000002,3.935251798561153,544,3.9136690647482015,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Kyle Harrison","SFG",10,8,14,3.9758,26,26,0,0,,145,620,134,70,64,17,55,,7,147,9.14631,3.42496,2.67049,1.07927,0.236909,0.0887137,0.14819496124982834,0.239336,1.30515,0.295078,0.723366,,,3.97233,1.85149,1.91335,372.9100036621094,,,,,,,623.5,4.3,612,4.220689655172414,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Andre Pallante","STL",5,5,13,4.1096,41,24,0,1,,156,673,157,78,71,11,63,,7,119,6.89552,3.62203,1.90377,0.651996,0.17724,0.0930992,0.08414047211408615,0.260726,1.41235,0.308901,0.696926,,,3.92395,1.83925,1.68866,495,,,,,,,642.9000000000001,4.121153846153847,669,4.288461538461538,,,,,,,,,,,,,,,,,,,"Andre Pallante","26108",669467
"Ryan Weathers","MIA",6,6,13,4.20696,34,24,0,1,,152,651,149,77,71,18,54,,7,133,7.90768,3.22398,2.45277,1.03842,0.204968,0.0835662,0.12140214443206787,0.252024,1.3369,0.298796,0.703061,,,4.1193,1.83566,1.86577,364.260009765625,,,,,,,603,3.9671052631578947,613,4.032894736842105,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Nick Martinez","CIN",4,4,12,4.23829,49,23,0,1,,151,647,149,78,71,21,44,,6,132,7.83446,2.60872,3.00318,1.27069,0.203337,0.0677073,0.13562964648008347,0.24965,1.27556,0.287578,0.706201,,,4.25909,1.83099,1.84649,333.6300048828125,,,,,,,589.7000000000002,3.905298013245034,600,3.9735099337748343,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Michael Wacha","KCR",10,10,14,4.15324,28,28,0,0,,156,665,149,79,72,21,49,,7,137,7.87574,2.7989,2.81387,1.22414,0.205825,0.0731467,0.13267875462770462,0.244742,1.26481,0.283355,0.708108,,,4.24747,1.82304,2.05287,267.8900146484375,,,,,,,614.7000000000002,3.9403846153846165,613,3.9294871794871793,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Jake Irvin","WSN",10,10,14,4.41095,29,29,0,0,,170,724,168,91,83,22,57,,7,140,7.40722,2.99335,2.47456,1.17721,0.193182,0.0780673,0.11511482298374176,0.254926,1.32264,0.293275,0.69094,,,4.35096,1.78481,1.47417,430.30999755859375,,,,,,,638.6000000000001,3.756470588235295,652,3.835294117647059,,,,,,,,,,,,,,,,,,,"Jake Irvin","21504",663623
"Jeffrey Springs","ATH",7,7,14,3.97498,34,26,0,1,,154,641,142,74,68,21,43,,6,145,8.52152,2.51954,3.38217,1.23519,0.226769,0.0670485,0.15972083061933517,0.240439,1.20652,0.284999,0.713863,,,4.02196,1.78449,1.71161,256.2300109863281,,,,,,,659.1000000000001,4.2798701298701305,644,4.181818181818182,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
"Jhoan Duran","MIN",3,3,0,2.5013,65,0,22,5,,65,265,49,20,18,4,22,,3,82,11.2969,3.04763,3.70679,0.605986,0.307882,0.0830591,0.22482337802648544,0.202474,1.08685,0.286949,0.78915,,,2.67589,1.77695,2.13424,63.88999938964844,,,,,,,523.4,8.052307692307693,492,7.569230769230769,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Frankie Montas","NYM",10,9,15,3.96265,28,28,0,0,,152,649,136,73,67,19,61,,7,146,8.63137,3.588,2.40562,1.10387,0.225229,0.0936262,0.13160313665866852,0.233097,1.2875,0.280503,0.722899,,,4.17769,1.7653,1.91868,313.1400146484375,,,,,,,625.4999999999999,4.115131578947367,601,3.9539473684210527,,,,,,,,,,,,,,,,,,,"Frankie Montas","14309",593423
"Sean Burke","CHW",6,5,13,3.8517,33,23,0,1,,137,598,116,64,59,16,67,,7,147,9.62636,4.39833,2.18864,1.08116,0.245336,0.112095,0.13324104994535446,0.221288,1.33424,0.275689,0.743366,,,4.20517,1.75173,1.97987,410.42999267578125,,,,,,,591.4000000000002,4.316788321167885,553,4.036496350364963,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"Max Scherzer","TOR",6,5,12,3.75039,27,21,0,1,,124,518,108,57,52,19,35,,5,130,9.42371,2.52975,3.72515,1.35662,0.251137,0.0674166,0.1837201490998268,0.225134,1.14708,0.270035,0.739213,,,4.00024,1.73777,1.81924,355.57000732421875,,,,,,,547.0999999999999,4.4120967741935475,517,4.169354838709677,,,,,,,,,,,,,,,,,,,"Max Scherzer","3137",453286
"Edwin Díaz","NYM",3,3,0,2.50446,65,0,36,2,,65,265,44,20,18,6,25,,3,93,12.8262,3.46027,3.70669,0.802485,0.34966,0.094332,0.25532765686511993,0.187612,1.06867,0.279018,0.810239,,,2.76194,1.72772,2.10193,38.79999923706055,,,,,,,582.8000000000001,8.966153846153848,537,8.261538461538462,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"Edward Cabrera","MIA",5,5,13,3.84195,38,23,0,1,,135,583,117,63,58,14,66,,7,145,9.67811,4.38231,2.20845,0.929698,0.249699,0.113065,0.13663356006145477,0.228892,1.34987,0.293135,0.733143,,,3.96813,1.71452,2.09188,404.42999267578125,,,,,,,597.5999999999999,4.426666666666666,568,4.207407407407407,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Miles Mikolas","STL",10,11,14,4.56689,31,31,0,0,,175,738,188,97,89,24,37,,7,122,6.29964,1.88289,3.34572,1.25546,0.165805,0.0495573,0.11624745279550552,0.270455,1.28363,0.298395,0.670202,,,4.32686,1.71319,1.07776,606.510009765625,,,,,,,623,3.56,675,3.857142857142857,,,,,,,,,,,,,,,,,,,"Miles Mikolas","9803",571945
"Germán Márquez","COL",8,11,12,4.96627,28,28,0,0,,157,683,170,95,87,22,55,,7,130,7.41783,3.13456,2.36647,1.25269,0.190018,0.080296,0.10972190648317337,0.274302,1.43013,0.316265,0.669845,,,4.50805,1.70127,1.4251,730.5399780273438,,,,,,,523.1999999999999,3.3324840764331207,573,3.6496815286624202,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Jameson Taillon","CHC",10,10,14,4.35543,29,29,0,0,,169,715,171,89,82,24,42,,7,136,7.26906,2.22564,3.26605,1.3022,0.190843,0.0584323,0.13241025060415268,0.256493,1.25884,0.289784,0.691371,,,4.2972,1.68652,1.40694,347.4599914550781,,,,,,,635.8000000000001,3.7621301775147935,658,3.893491124260355,,,,,,,,,,,,,,,,,,,"Jameson Taillon","11674",592791
"Nestor Cortes","MIL",5,4,13,3.91868,41,23,0,1,,144,606,129,69,63,23,39,,6,144,8.96822,2.41831,3.70847,1.42767,0.237332,0.0639972,0.17333456128835678,0.230756,1.16597,0.270238,0.731454,,,4.16641,1.67756,1.90959,274.6300048828125,,,,,,,604.3000000000002,4.196527777777779,578,4.013888888888889,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Aaron Civale","MIL",9,9,13,4.10862,26,26,0,0,,143,615,135,71,65,21,45,,6,137,8.67541,2.8326,3.06271,1.35701,0.223408,0.0729446,0.1504632830619812,0.238559,1.25848,0.279085,0.725487,,,4.27476,1.66588,1.85913,373,,,,,,,569.9000000000001,3.985314685314686,563,3.937062937062937,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Spencer Arrighetti","HOU",10,9,14,3.93899,26,26,0,0,,141,607,121,67,62,18,62,,7,152,9.75541,3.98198,2.44989,1.18388,0.25096,0.102437,0.14852271974086761,0.224751,1.3029,0.278954,0.737325,,,4.18055,1.66478,1.89675,207.97000122070312,,,,,,,604.4000000000001,4.2865248226950365,568,4.028368794326241,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Emmanuel Clase","CLE",3,3,0,2.50846,66,0,34,2,,66,270,52,20,18,5,16,,3,71,9.65206,2.22839,4.33141,0.626711,0.262326,0.0605636,0.20176244899630547,0.208689,1.04075,0.272146,0.780622,,,2.78953,1.66435,2.19865,34.290000915527344,,,,,,,554.7,8.404545454545456,528,8,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Andrew Abbott","CIN",9,10,13,4.56828,28,28,0,0,,153,666,147,85,78,25,58,,7,146,8.56663,3.38601,2.53001,1.45681,0.219333,0.0866926,0.132640078663826,0.244671,1.33469,0.284129,0.70419,,,4.63424,1.65648,1.57858,460.1700134277344,,,,,,,539.5,3.526143790849673,537,3.5098039215686274,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Max Meyer","MIA",5,5,12,4.25955,35,23,0,1,,136,584,136,70,64,16,47,,6,121,7.96127,3.09832,2.56954,1.03766,0.206204,0.0802494,0.12595462054014206,0.25654,1.34499,0.305218,0.699627,,,4.0631,1.65585,1.51837,453.8299865722656,,,,,,,543.0000000000001,3.9926470588235303,559,4.110294117647059,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Matthew Boyd","CHC",6,5,12,3.95618,35,23,0,1,,134,566,122,64,59,18,45,,6,137,9.18487,3.02794,3.03337,1.19699,0.24204,0.0797923,0.1622474044561386,0.236358,1.24313,0.288416,0.721918,,,3.99539,1.64479,1.55901,310.7099914550781,,,,,,,578,4.313432835820896,561,4.186567164179104,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Jordan Hicks","SFG",5,4,13,3.927,40,23,0,1,,137,594,130,65,60,12,59,,7,131,8.5948,3.88664,2.21137,0.793193,0.220617,0.0997647,0.12085223942995071,0.246116,1.37913,0.306203,0.718743,,,3.84153,1.6247,1.69685,474.6600036621094,,,,,,,596.2000000000002,4.351824817518249,597,4.357664233576642,,,,,,,,,,,,,,,,,,,"Jordan Hicks","19618",663855
"Andrew Heaney",,10,11,14,4.33302,29,29,0,0,,159,674,150,84,76,25,50,,7,153,8.66507,2.81333,3.08,1.42615,0.227045,0.0737158,0.15332909673452377,0.242875,1.25607,0.284078,0.70606,,,4.36857,1.62465,1.47271,473.69000244140625,,,,,,,614.1000000000001,3.862264150943397,605,3.8050314465408803,,,,,,,,,,,,,,,,,,,"Andrew Heaney","15423",571760
"Bowden Francis","TOR",7,6,14,3.95839,36,26,0,1,,159,675,143,76,70,25,46,,7,146,8.31228,2.58736,3.21265,1.41349,0.216913,0.0675184,0.14939485490322113,0.230147,1.19145,0.262338,0.731874,,,4.35127,1.61792,1.99605,232.94000244140625,,,,,,,634.3000000000002,3.98930817610063,607,3.8176100628930816,,,,,,,,,,,,,,,,,,,"Bowden Francis","20548",670102
"Casey Mize","DET",8,8,12,4.08421,23,23,0,0,,126,538,124,63,57,15,39,,5,104,7.43088,2.74816,2.70395,1.03808,0.194035,0.0717599,0.12227532267570496,0.251307,1.28712,0.292154,0.703129,,,4.06019,1.57652,1.38932,469.57000732421875,,,,,,,501.5000000000001,3.980158730158731,511,4.055555555555555,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Kyle Gibson",,9,11,13,4.67075,29,29,0,0,,167,719,174,95,87,21,58,,8,132,7.10755,3.14475,2.26013,1.13896,0.183349,0.0811232,0.10222622752189636,0.266341,1.39155,0.30555,0.67913,,,4.41553,1.55856,0.879867,636.22998046875,,,,,,,591.1,3.5395209580838323,628,3.7604790419161676,,,,,,,,,,,,,,,,,,,"Kyle Gibson","10123",502043
"Reid Detmers","LAA",4,3,10,3.88449,36,18,0,1,,114,480,100,54,49,16,39,,5,123,9.70452,3.09629,3.13425,1.23873,0.256203,0.0817431,0.1744597628712654,0.230043,1.22293,0.284589,0.72946,,,3.96355,1.55637,1.54664,360.94000244140625,,,,,,,504.79999999999995,4.428070175438596,480,4.2105263157894735,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Erick Fedde","STL",10,11,15,4.48315,31,31,0,0,,178,761,178,97,89,23,61,,8,144,7.30871,3.09514,2.36135,1.1753,0.189768,0.080364,0.10940364003181458,0.256784,1.343,0.294596,0.688635,,,4.40559,1.5547,1.26185,314.260009765625,,,,,,,652.5000000000002,3.665730337078653,672,3.7752808988764044,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
"Shane Bieber","CLE",4,3,9,3.62429,25,15,0,1,,94,389,87,41,38,10,23,,4,90,8.61004,2.2321,3.85738,1.00923,0.230177,0.0596718,0.17050474509596825,0.241147,1.1807,0.293168,0.723708,,,3.57649,1.54737,1.48645,455.5400085449219,,,,,,,449.40000000000003,4.780851063829788,443,4.712765957446808,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Tyler Mahle","TEX",9,9,13,4.32715,26,26,0,0,,148,628,140,77,71,23,48,,6,135,8.23903,2.91765,2.82386,1.37735,0.215058,0.0761573,0.13890040665864944,0.243268,1.2702,0.281169,0.705593,,,4.42906,1.54278,1.41374,441.30999755859375,,,,,,,556.3000000000001,3.7587837837837843,549,3.7094594594594597,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Merrill Kelly","ARI",9,9,13,4.34585,26,26,0,0,,152,652,151,80,73,19,52,,7,135,7.98963,3.11319,2.56638,1.13834,0.206324,0.080395,0.12592905014753342,0.254835,1.34279,0.300382,0.699474,,,4.20764,1.53641,1.61848,298.6600036621094,,,,,,,591.4999999999999,3.8914473684210518,606,3.986842105263158,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Jose Quintana",,10,10,14,4.42616,29,29,0,0,,172,751,173,92,85,22,63,,8,135,7.08959,3.29401,2.15227,1.13344,0.180324,0.0837833,0.09654087573289871,0.254681,1.37361,0.289768,0.698627,,,4.46436,1.5342,1.4807,522.77001953125,,,,,,,609.3999999999999,3.5430232558139525,631,3.6686046511627906,,,,,,,,,,,,,,,,,,,"Jose Quintana","11423",500779
"Tobias Myers","MIL",9,8,12,4.13944,24,24,0,0,,137,589,129,69,63,19,47,,6,123,8.10191,3.08969,2.62224,1.23748,0.208812,0.0796312,0.12918106466531754,0.241027,1.28884,0.280059,0.717373,,,4.31799,1.53131,1.68064,323.9100036621094,,,,,,,531.7000000000002,3.88102189781022,525,3.832116788321168,,,,,,,,,,,,,,,,,,,"Tobias Myers","22191",668964
"Kris Bubic","KCR",3,3,10,4.06437,42,18,0,1,,122,523,119,60,55,14,42,,5,117,8.6432,3.13373,2.75812,1.01429,0.224144,0.0812669,0.1428767815232277,0.249918,1.32076,0.305081,0.711549,,,3.88987,1.52132,1.46943,350.260009765625,,,,,,,518.2000000000002,4.247540983606559,525,4.30327868852459,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Griffin Jax","MIN",4,3,0,2.73592,70,0,8,11,,70,287,54,23,21,6,22,,3,85,10.9078,2.78648,3.91456,0.808308,0.295806,0.0755656,0.22024010866880417,0.20575,1.08025,0.278602,0.783882,,,2.96515,1.51251,1.92221,294.6000061035156,,,,,,,482.80000000000007,6.897142857142858,451,6.442857142857143,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Charlie Morton","BAL",9,10,14,4.35798,28,28,0,0,,153,664,146,81,74,19,64,,7,147,8.63224,3.7587,2.2966,1.14094,0.221667,0.0965198,0.12514761835336685,0.247205,1.37231,0.29824,0.705904,,,4.29143,1.5087,1.1088,396.05999755859375,,,,,,,599.9,3.9209150326797384,599,3.915032679738562,,,,,,,,,,,,,,,,,,,"Charlie Morton","4676",450203
"Andrés Muñoz","SEA",3,3,0,2.3872,64,0,26,4,,64,264,44,19,17,5,25,,3,85,12.0103,3.56946,3.36473,0.684892,0.32366,0.0961918,0.2274678573012352,0.186424,1.08289,0.268716,0.812398,,,2.8121,1.49593,2.0312,62.369998931884766,,,,,,,529.7,8.2765625,487,7.609375,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"David Festa","MIN",3,3,10,3.65943,42,16,0,1,,115,487,99,51,47,13,45,,5,124,9.67893,3.52666,2.7445,1.01019,0.254112,0.0925893,0.161522276699543,0.226868,1.25269,0.287174,0.738069,,,3.78786,1.4922,1.50953,293.94000244140625,,,,,,,535.7,4.6582608695652175,508,4.417391304347826,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"Eury Pérez","MIA",6,4,8,3.5519,15,15,0,0,,79,329,68,34,31,10,24,,3,89,10.139,2.78191,3.64462,1.16332,0.269974,0.0740746,0.19589955359697342,0.224738,1.16785,0.284371,0.746588,,,3.64898,1.47453,1.66328,461.9700012207031,,,,,,,381.8,4.832911392405063,362,4.582278481012659,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Jon Gray","TEX",5,6,12,4.31863,41,24,0,1,,152,643,145,79,73,22,50,,7,134,7.96049,2.96815,2.68197,1.28233,0.208529,0.0777522,0.13077673316001892,0.246347,1.28265,0.285247,0.700304,,,4.37073,1.45504,1.19703,453.9700012207031,,,,,,,578.1999999999999,3.8039473684210523,575,3.7828947368421053,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Quinn Mathews","STL",6,5,9,3.79542,16,16,0,0,,93,400,84,43,39,10,37,,4,99,9.5842,3.60074,2.66173,0.983566,0.24803,0.0931836,0.15484638512134552,0.235007,1.30411,0.297365,0.732777,,,3.79739,1.43985,1.45368,999,,,,,,,421.80000000000007,4.5354838709677425,410,4.408602150537634,,,,,,,,,,,,,,,,,,,"Quinn Mathews","sa3023407",687273
"Andrew Painter","PHI",3,2,7,3.37787,19,11,0,1,,75,318,64,31,28,10,24,,3,89,10.7039,2.85523,3.74887,1.14629,0.280972,0.0749485,0.20602364838123322,0.218885,1.16482,0.281821,0.765214,,,3.5255,1.42591,1.58659,999,,,,,,,366.6,4.888,346,4.613333333333333,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Justin Verlander","SFG",9,8,13,4.09118,24,24,0,0,,141,597,134,70,64,20,40,,6,121,7.75343,2.58362,3.00099,1.26036,0.202962,0.0676315,0.13533031195402145,0.242985,1.23837,0.278446,0.711757,,,4.25268,1.41792,1.65779,373.1700134277344,,,,,,,553.0000000000001,3.9219858156028375,549,3.893617021276596,,,,,,,,,,,,,,,,,,,"Justin Verlander","8700",434378
"Félix Bautista","BAL",3,3,0,2.67396,60,0,26,4,,60,243,39,19,18,6,25,,3,88,13.1727,3.82491,3.44393,0.890532,0.361536,0.104978,0.2565581575036049,0.182396,1.07758,0.27472,0.801952,,,2.93702,1.39457,1.82351,57.459999084472656,,,,,,,506.80000000000007,8.446666666666667,460,7.666666666666667,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"Kutter Crawford","BOS",4,4,12,4.20926,49,23,0,1,,149,631,138,76,70,24,44,,6,143,8.62666,2.67259,3.22783,1.43814,0.226859,0.0702823,0.15657701343297958,0.238635,1.22418,0.277328,0.713021,,,4.34561,1.38285,1.64666,286.42999267578125,,,,,,,588.6000000000001,3.9503355704697998,573,3.8456375838926173,,,,,,,,,,,,,,,,,,,"Kutter Crawford","20531",676710
"Walker Buehler","BOS",5,7,12,4.63078,40,26,0,1,,154,666,159,86,79,20,55,,7,129,7.55361,3.21213,2.35159,1.18917,0.193489,0.08228,0.111208975315094,0.262723,1.39078,0.304252,0.687347,,,4.41284,1.37434,1.22092,252.91000366210938,,,,,,,556.2000000000002,3.6116883116883125,586,3.8051948051948052,,,,,,,,,,,,,,,,,,,"Walker Buehler","19374",621111
"Jonathan Cannon","CHW",6,8,12,4.63922,34,26,0,1,,164,714,168,92,84,22,59,,7,121,6.63265,3.23046,2.05316,1.2057,0.168801,0.0822152,0.08658591657876968,0.259772,1.38793,0.289634,0.687222,,,4.64834,1.36712,0.827198,693.6300048828125,,,,,,,554.2,3.379268292682927,582,3.548780487804878,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Cade Smith","CLE",4,3,0,2.7832,68,0,2,14,,68,280,51,23,21,6,25,,3,85,11.2837,3.29826,3.42112,0.800683,0.30473,0.0890733,0.21565718203783035,0.20179,1.11385,0.278868,0.784482,,,3.04722,1.35784,1.74938,371.4599914550781,,,,,,,448.80000000000007,6.600000000000001,414,6.088235294117647,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
